"","mu_ 0","mu_ 1","mu_ 2","mu_ 3","mu_ 4","mu_ 5","mu_ 6","mu_ 7","sig_ 0","sig_ 1","sig_ 2","sig_ 3","sig_ 4","sig_ 5","sig_ 6","sig_ 7","nlml","id"
"17073",42.794,34.598,26.506,25.069,25.001,25,25,25,0.20946,14.984,17.731,17.795,17.795,17.795,17.795,17.795,4.2974,67
"17074",42.684,34.539,26.497,25.068,25.001,25,25,25,0.2594,14.893,17.623,17.686,17.686,17.686,17.686,17.686,4.6924,67
"17075",42.713,34.554,26.5,25.068,25.001,25,25,25,0.21457,14.917,17.651,17.714,17.714,17.714,17.714,17.714,4.2912,67
"17076",42.694,34.544,26.498,25.068,25.001,25,25,25,0.18812,14.9,17.631,17.695,17.695,17.695,17.695,17.695,3.7253,67
"17077",42.697,34.546,26.498,25.068,25.001,25,25,25,0.16613,14.903,17.634,17.698,17.698,17.698,17.698,17.698,2.9227,67
"17078",42.646,34.519,26.494,25.068,25.001,25,25,25,0.20731,14.861,17.584,17.648,17.648,17.648,17.648,17.648,3.9344,67
"17079",42.596,34.491,26.49,25.068,25.001,25,25,25,0.24406,14.818,17.534,17.597,17.597,17.597,17.597,17.597,4.9743,67
"17080",42.573,34.479,26.488,25.068,25.001,25,25,25,0.23762,14.799,17.512,17.575,17.575,17.575,17.575,17.575,4.8173,67
"17081",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,67
"17082",34.074,29.895,25.768,25.035,25,25,25,25,0.13914,7.6424,9.0429,9.0754,9.0755,9.0755,9.0755,9.0755,3.6245,67
"17083",34.073,31.759,28.344,25.563,24.264,24.139,24.464,24.765,0.13912,1.043,0.13912,2.3957,4.7216,6.1264,6.6768,6.8149,6.41,67
"17084",34.075,34.091,28.343,18.124,10.708,11.567,17.443,22.298,0.028886,2.7501,0.028886,2.7501,0.028886,5.7304,9.4551,10.55,11.144,67
"17085",34.076,45.998,28.343,15.537,10.708,18.283,24.24,24.98,0.028886,0.028886,0.028886,9.4734,0.028886,11.592,13.234,13.254,15.716,67
"17086",34.076,45.867,28.345,15.463,10.71,18.232,24.213,24.978,0.25534,0.22114,0.25534,9.3673,0.25535,11.523,13.191,13.212,15.75,67
"17087",34.078,45.695,28.349,15.367,10.716,18.166,24.177,24.976,0.45231,0.36937,0.45231,9.2273,0.45234,11.433,13.134,13.158,16.778,67
"17088",34.077,45.633,28.348,15.329,10.714,18.14,24.163,24.975,0.41123,0.32516,0.41123,9.172,0.41125,11.398,13.112,13.136,16.906,67
"17089",34.078,45.737,28.349,15.392,10.717,18.183,24.186,24.976,0.48475,0.37556,0.48474,9.2638,0.48478,11.457,13.149,13.172,17.876,67
"17090",34.078,45.709,28.348,15.374,10.715,18.171,24.18,24.976,0.44533,0.34019,0.44533,9.2378,0.44535,11.44,13.139,13.162,17.887,67
"17091",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,67
"17092",18.136,12.275,18.136,23.923,24.951,24.999,25,25,10.716,0.14215,10.716,12.68,12.725,12.726,12.726,12.726,3.9625,67
"17093",6.2749,12.273,19.125,24.418,27.082,27.542,26.9,26.078,0.14213,0.14213,2.9706,7.4113,11.49,14.156,15.432,15.876,7.3852,67
"17094",6.2729,12.274,18.287,24.292,30.273,36.213,42.094,47.9,0.0027921,0.0027921,0.01434,0.033361,0.049717,0.055062,0.041214,0.0027921,11.373,67
"17095",6.311,12.244,18.441,24.734,30.955,36.937,42.527,47.588,0.57968,0.57745,0.84459,1.0638,1.1506,1.0615,0.77983,0.50864,12.411,67
"17096",6.3046,12.249,18.438,24.718,30.933,36.932,42.573,47.727,0.53198,0.53005,0.77582,0.97643,1.0549,0.97096,0.7063,0.4397,12.974,67
"17097",6.3006,12.252,18.421,24.668,30.849,36.826,42.466,47.653,0.48535,0.48371,0.70886,0.89217,0.96376,0.88658,0.64172,0.38805,13.277,67
"17098",6.3063,12.248,18.427,24.69,30.881,36.846,42.444,47.547,0.53278,0.53086,0.77717,0.97833,1.0568,0.97122,0.70067,0.41778,14.134,67
"17099",6.3016,12.251,18.418,24.66,30.833,36.796,42.417,47.578,0.48949,0.48782,0.71489,0.89985,0.97192,0.89319,0.64317,0.37812,14.241,67
"17100",6.2976,12.254,18.407,24.626,30.778,36.734,42.37,47.577,0.44818,0.44675,0.65543,0.82509,0.89133,0.81931,0.58922,0.34235,14.142,67
"17101",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17102",41.551,33.928,26.401,25.064,25.001,25,25,25,0.13846,13.937,16.492,16.551,16.552,16.552,16.552,16.552,4.2254,68
"17103",41.549,36.75,31.229,26.594,23.758,22.719,22.872,23.506,0.13842,0.13842,2.1584,5.5728,9.0512,11.705,13.277,14.003,7.0569,68
"17104",41.552,36.748,31.551,26.258,21.17,16.562,12.664,9.6324,0.0019069,0.0019069,0.0019069,0.14158,0.54622,1.2994,2.4395,3.9551,7.9818,68
"17105",41.552,36.748,31.551,27.193,24.499,23.637,24.176,25.378,0.0019082,0.0019082,0.0019082,0.0019082,0.2251,0.96639,2.3756,4.3487,8.7035,68
"17106",41.552,36.748,31.551,27.193,23.421,19.127,13.812,8.418,0.0019082,0.0019082,0.0019082,0.0019082,0.30573,0.87587,1.0473,0.0019083,14.172,68
"17107",41.547,36.748,31.551,27.193,23.421,19.126,13.81,8.418,0.0076651,0.0088501,0.00885,0.0088508,0.30819,0.88009,1.0511,0.0088509,10.866,68
"17108",41.584,36.739,31.564,27.187,23.354,19.036,13.769,8.4188,0.072224,0.087645,0.087516,0.088307,0.40875,0.96485,1.0805,0.088472,12.013,68
"17109",41.453,36.64,31.829,27.039,22.286,17.589,12.963,8.4253,0.27381,0.2676,0.286,0.30316,0.30984,0.30835,0.31228,0.34741,12.636,68
"17110",41.435,36.629,31.826,27.044,22.297,17.601,12.972,8.4247,0.249,0.24679,0.26486,0.2806,0.28643,0.28494,0.28884,0.32171,12.289,68
"17111",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17112",25,25,24.998,24.997,24.998,25,25,25,0.048215,0.048214,0.048181,0.048098,0.048181,0.048214,0.048215,0.048215,-1.6132,68
"17113",25,25,25,25,25,25,25,25,3.3625,3.3625,3.3625,3.3625,3.3625,3.3625,3.3625,3.3625,5.2633,68
"17114",25,25,25,25,25,25,25,25,9.845,9.845,9.845,9.845,9.845,9.845,9.845,9.845,11.118,68
"17115",25,25,25,25,25,25,25,25,13.835,13.835,13.835,13.835,13.835,13.835,13.835,13.835,16.185,68
"17116",25,25,25,25,25,25,25,25,16.009,16.009,16.009,16.009,16.009,16.009,16.009,16.009,20.96,68
"17117",25,25,25,25,25,25,25,25,17.114,17.114,17.114,17.114,17.114,17.114,17.114,17.114,25.553,68
"17118",25,25,25,25,25,25,25,25,17.89,17.89,17.89,17.89,17.89,17.89,17.89,17.89,30.122,68
"17119",25,25,25,25,25,25,25,25,18.426,18.426,18.426,18.426,18.426,18.426,18.426,18.426,34.662,68
"17120",25,25,25,25,25,25,25,25,18.874,18.874,18.874,18.874,18.874,18.874,18.874,18.874,39.211,68
"17121",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17122",43.376,34.912,26.556,25.071,25.001,25,25,25,0.14246,15.474,18.31,18.376,18.376,18.376,18.376,18.376,4.33,68
"17123",43.376,34.912,26.556,25.07,24.918,23.189,13.461,3.6086,0.14246,16.792,19.87,19.941,19.941,19.87,16.792,0.14246,8.8234,68
"17124",43.376,38.408,32.86,26.919,20.799,14.727,8.9272,3.608,0.011898,0.011898,0.18774,0.44979,0.66898,0.73042,0.53342,0.011898,11.273,68
"17125",43.783,38.422,32.572,26.442,20.26,14.255,8.646,3.629,0.68742,0.78009,1.114,1.3822,1.4942,1.3937,1.068,0.79811,12.627,68
"17126",43.606,38.409,32.667,26.59,20.413,14.376,8.7118,3.6279,0.60055,0.72277,1.0325,1.2873,1.4065,1.3247,1.0139,0.73703,13.473,68
"17127",43.639,38.407,32.683,26.657,20.531,14.516,8.8173,3.6222,0.48533,0.60458,0.86249,1.0757,1.1803,1.1175,0.85603,0.61442,13.811,68
"17128",43.579,38.404,32.718,26.709,20.583,14.556,8.8376,3.6206,0.44037,0.56092,0.80302,1.0111,1.1228,1.0726,0.81912,0.56872,14.182,68
"17129",43.638,38.405,32.701,26.701,20.598,14.59,8.8711,3.6196,0.41864,0.54061,0.7702,0.96255,1.0623,1.0117,0.77539,0.54822,14.598,68
"17130",43.663,38.405,32.7,26.714,20.629,14.632,8.905,3.6181,0.38547,0.50337,0.71654,0.89542,0.98946,0.94386,0.7238,0.50994,14.705,68
"17131",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17132",24.99,24.778,23.585,22.376,23.585,24.778,24.99,25,2.6276,2.6182,2.2139,0.14141,2.2139,2.6182,2.6276,2.6276,2.385,68
"17133",7.5965,10.693,16.81,22.372,25.319,25.984,25.673,25.291,0.14185,4.3619,4.3619,0.14185,5.7714,9.9659,11.846,12.358,7.8352,68
"17134",7.5953,12.293,17.243,22.372,27.606,32.863,38.065,43.132,0.01526,0.077347,0.065479,0.01526,0.078409,0.1284,0.11471,0.01526,11.62,68
"17135",7.5977,12.435,17.358,22.363,27.446,32.602,37.827,43.117,0.040924,0.036869,0.038177,0.039545,0.039191,0.037002,0.034738,0.038554,10.177,68
"17136",7.5972,12.438,17.361,22.365,27.445,32.599,37.822,43.111,0.029862,0.026963,0.027827,0.028742,0.028582,0.02707,0.024758,0.025374,7.7938,68
"17137",7.6012,12.36,17.308,22.387,27.539,32.7,37.809,42.804,0.59825,0.53777,0.55041,0.57039,0.56762,0.53489,0.48685,0.48593,14.076,68
"17138",7.6003,12.37,17.312,22.38,27.524,32.694,37.838,42.906,0.57682,0.51739,0.52887,0.54875,0.54644,0.51412,0.46515,0.4562,14.651,68
"17139",7.6006,12.363,17.31,22.388,27.537,32.697,37.809,42.812,0.58939,0.52937,0.54125,0.56116,0.55908,0.52642,0.47402,0.4578,15.367,68
"17140",7.6014,12.351,17.304,22.393,27.551,32.706,37.787,42.726,0.607,0.54622,0.55862,0.57844,0.57647,0.54349,0.48785,0.46547,16.163,68
"17141",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17142",25,25,25,25.001,25.082,26.805,36.5,46.32,21.32,21.32,21.32,21.32,21.32,21.244,17.953,0.12694,4.4786,68
"17143",25,25,25,25.001,25.082,26.803,36.486,46.293,21.293,21.293,21.293,21.293,21.293,21.217,17.93,0.046712,2.9764,68
"17144",25,25,25,25.001,25.082,26.796,36.446,46.219,21.22,21.22,21.22,21.22,21.22,21.144,17.868,0.15029,3.783,68
"17145",25,25,25,25.001,25.082,26.788,36.391,46.117,21.118,21.118,21.118,21.118,21.118,21.043,17.783,0.25758,5.015,68
"17146",25,25,25,25.001,25.081,26.782,36.352,46.045,21.047,21.047,21.047,21.047,21.046,20.971,17.723,0.28121,5.5069,68
"17147",25,25,25,25.001,25.081,26.784,36.366,46.072,21.074,21.074,21.074,21.074,21.073,20.998,17.745,0.25819,5.3018,68
"17148",25,25,25,25.001,25.082,26.788,36.391,46.118,21.12,21.12,21.12,21.12,21.12,21.044,17.785,0.26749,5.6431,68
"17149",25,25,25,25.001,25.081,26.784,36.365,46.069,21.071,21.071,21.071,21.071,21.071,20.996,17.744,0.28621,6.2696,68
"17150",25,25,25,25.001,25.081,26.784,36.364,46.067,21.069,21.069,21.069,21.069,21.069,20.993,17.742,0.26616,5.906,68
"17151",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17152",25,25,25,25,25.032,25.698,29.447,33.245,8.2462,8.2462,8.2462,8.2462,8.2461,8.2166,6.9441,0.14201,3.5287,68
"17153",25,25,25,25,24.982,9.4247,24.991,33.246,12.462,12.462,12.462,12.462,12.462,0.14204,12.462,0.14204,7.8833,68
"17154",25,24.995,20.973,24.995,24.982,9.4251,24.991,33.245,10.438,10.438,0.14204,10.438,10.438,0.14204,10.438,0.14204,11.293,68
"17155",45.9,25.02,20.973,24.995,24.982,9.4245,24.991,33.246,0.14204,13.817,0.14204,13.817,13.817,0.14204,13.817,0.14204,16.179,68
"17156",45.885,25.02,20.973,24.995,24.982,9.4237,24.991,33.246,0.027684,13.811,0.031967,13.811,13.811,0.031967,13.811,0.031967,14.154,68
"17157",45.871,25.02,20.973,24.995,24.982,9.4238,24.991,33.246,0.033422,13.806,0.040934,13.806,13.806,0.040934,13.806,0.040934,12.479,68
"17158",45.841,25.02,20.973,24.995,24.982,9.424,24.991,33.246,0.072195,13.795,0.09132,13.795,13.795,0.09132,13.795,0.09132,12.903,68
"17159",45.909,25.02,20.973,24.995,24.982,9.4259,24.991,33.245,0.1801,13.822,0.2325,13.822,13.822,0.2325,13.822,0.2325,15.439,68
"17160",45.852,25.02,20.974,24.995,24.982,9.4271,24.991,33.244,0.21988,13.8,0.28788,13.8,13.8,0.28788,13.8,0.28788,16.206,68
"17161",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17162",30.453,27.941,25.462,25.021,25,25,25,25,0.14189,4.5936,5.435,5.4545,5.4546,5.4546,5.4546,5.4546,3.1154,68
"17163",30.455,41.486,36.39,27.534,25.194,25.005,25,25,0.14193,0.14193,9.2124,12.139,12.279,12.28,12.28,12.28,7.634,68
"17164",30.461,41.75,36.394,27.436,25.175,25.004,25,25,0.5451,0.47219,9.4571,12.34,12.467,12.468,12.468,12.468,8.4839,68
"17165",30.458,41.775,36.393,27.426,25.174,25.004,25,25,0.38822,0.31703,9.4712,12.352,12.478,12.479,12.479,12.479,8.4756,68
"17166",30.46,41.907,36.395,27.38,25.165,25.004,25,25,0.49073,0.38805,9.5893,12.45,12.57,12.571,12.571,12.571,9.467,68
"17167",30.46,41.83,36.395,27.408,25.17,25.004,25,25,0.49094,0.38038,9.5217,12.395,12.518,12.519,12.519,12.519,9.9309,68
"17168",30.459,41.783,36.395,27.425,25.173,25.004,25,25,0.46948,0.35866,9.4794,12.36,12.486,12.486,12.486,12.486,10.153,68
"17169",30.459,41.774,36.395,27.428,25.174,25.004,25,25,0.4301,0.3252,9.4702,12.352,12.478,12.479,12.479,12.479,10.02,68
"17170",30.458,41.802,36.395,27.418,25.172,25.004,25,25,0.41302,0.30983,9.4939,12.372,12.496,12.497,12.497,12.497,10.035,68
"17171",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17172",6.7581,15.16,23.456,24.929,24.999,25,25,25,0.14247,15.361,18.177,18.242,18.242,18.242,18.242,18.242,4.3227,68
"17173",6.7589,10.987,16.968,22.402,25.776,26.965,26.775,26.126,0.14247,1.5146,0.14247,3.7484,7.9866,11.25,13.075,13.82,7.7368,68
"17174",6.7576,11.729,16.969,22.392,27.911,33.432,38.864,44.115,0.0010396,0.044262,0.0010396,0.089263,0.17814,0.22126,0.17515,0.0010396,11.576,68
"17175",6.7576,11.832,16.969,22.182,27.489,32.905,38.443,44.115,0.0010397,0.0030647,0.0010397,0.0036667,0.0048225,0.0031691,0.0010397,0.0010397,12.465,68
"17176",6.7647,11.805,16.952,22.199,27.54,32.968,38.478,44.062,0.07184,0.063541,0.068855,0.074633,0.075473,0.070246,0.061575,0.061568,9.4893,68
"17177",6.7592,11.786,16.974,22.28,27.663,33.075,38.474,43.812,0.48866,0.43424,0.46548,0.50205,0.50715,0.47247,0.41403,0.40156,13.562,68
"17178",6.7602,11.78,16.984,22.314,27.708,33.106,38.443,43.658,0.57436,0.51094,0.54719,0.59003,0.59708,0.55719,0.48523,0.45951,14.691,68
"17179",6.7571,11.78,16.988,22.319,27.713,33.104,38.429,43.626,0.52554,0.46735,0.50103,0.54066,0.54798,0.51195,0.44348,0.41264,14.862,68
"17180",6.7562,11.777,16.991,22.332,27.731,33.116,38.417,43.566,0.51786,0.46071,0.49413,0.53327,0.54132,0.50664,0.43738,0.40128,15.289,68
"17181",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17182",25,24.998,24.965,24.78,24.592,24.78,24.965,24.998,0.43121,0.43121,0.42982,0.37076,0.13899,0.37076,0.42982,0.43121,0.57778,68
"17183",25.002,25.02,25.108,25.227,24.569,20.614,12.144,6.8258,12.855,12.84,12.419,9.0097,0.039482,8.5437,8.5437,0.039482,7.9442,68
"17184",48.041,42.239,36.383,30.487,24.569,18.642,12.722,6.8257,0.00052715,0.021914,0.024382,0.014647,0.00052715,0.012202,0.014621,0.00052716,12.022,68
"17185",48.072,42.256,36.39,30.49,24.569,18.641,12.722,6.826,0.053593,0.057009,0.062888,0.063809,0.061844,0.05904,0.056682,0.061872,10.663,68
"17186",48.037,42.248,36.394,30.494,24.568,18.635,12.715,6.8263,0.077548,0.084291,0.094447,0.097262,0.094865,0.09016,0.086371,0.094942,10.015,68
"17187",48.015,42.238,36.391,30.494,24.568,18.634,12.713,6.8263,0.078608,0.08758,0.098953,0.1019,0.099314,0.094468,0.09055,0.099395,9.014,68
"17188",48.118,42.384,36.516,30.561,24.568,18.583,12.655,6.8305,0.26165,0.28531,0.32373,0.34074,0.33583,0.31735,0.30359,0.33714,12.82,68
"17189",48.095,42.359,36.497,30.552,24.567,18.589,12.662,6.83,0.23936,0.26355,0.30023,0.31626,0.31171,0.29452,0.28169,0.31283,12.519,68
"17190",48.052,42.339,36.49,30.55,24.567,18.588,12.66,6.8306,0.24781,0.27485,0.31392,0.33078,0.326,0.30809,0.29473,0.32721,12.777,68
"17191",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17192",23.17,24.013,24.845,24.993,25,25,25,25,0.14128,1.5474,1.8289,1.8355,1.8355,1.8355,1.8355,1.8355,2.0262,68
"17193",23.168,25,27.543,25.001,25,25,25,25,0.14154,2.2207,0.14154,2.2207,2.2207,2.2207,2.2207,2.2207,4.4336,68
"17194",23.165,37.483,27.548,25.088,25,25,25,25,0.14119,0.14119,0.14119,7.4215,7.4288,7.4288,7.4288,7.4288,10.271,68
"17195",23.165,37.484,27.548,7.3416,25,25,25,25,0.14121,0.14121,0.14121,0.14121,10.927,10.927,10.927,10.927,15.241,68
"17196",23.165,37.484,27.548,7.3418,32.583,25,25,25,0.14121,0.14121,0.14121,0.14121,0.14121,10.345,10.345,10.345,18.777,68
"17197",23.165,37.484,27.548,7.3417,32.583,13.431,25,25,0.14121,0.14121,0.14121,0.14121,0.14121,0.14121,10.559,10.559,22.656,68
"17198",23.165,37.484,27.548,7.3419,32.582,13.431,17.745,25,0.14121,0.14121,0.14121,0.14121,0.14121,0.14121,0.14121,10.153,26.157,68
"17199",23.165,37.484,27.548,7.3415,32.583,13.431,17.745,42.532,0.14121,0.14121,0.14121,0.14121,0.14121,0.14121,0.14121,0.14121,30.779,68
"17200",23.166,37.475,27.546,7.3536,32.577,13.438,17.749,42.749,0.44469,0.44469,0.44469,0.44469,0.44469,0.44469,0.44469,0.38516,31.419,68
"17201",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17202",25,25,25,25,25.03,25.663,29.222,32.828,7.8293,7.8293,7.8293,7.8293,7.8292,7.8012,6.5931,0.14207,3.4768,68
"17203",25,25,25,24.025,5.5024,24.025,25.391,32.829,14.857,14.857,14.857,14.839,0.14207,14.839,14.839,0.14207,8.2349,68
"17204",38.717,25.686,25,24.025,5.5025,24.025,25.391,32.829,0.14207,14.469,14.487,14.469,0.14207,14.469,14.469,0.14207,12.277,68
"17205",38.717,10.834,25,25,5.5025,25,25,32.829,0.14207,0.14207,14.408,14.408,0.14207,14.408,14.408,0.14207,16.347,68
"17206",38.717,10.834,25,43.443,5.5024,25,25,32.829,0.14207,0.14207,15.3,0.14207,0.14207,15.3,15.3,0.14207,20.734,68
"17207",38.713,10.838,25,43.629,5.5074,25,25,32.827,0.37729,0.37729,15.346,0.32676,0.37729,15.346,15.346,0.37729,21.193,68
"17208",38.707,10.845,25,43.407,5.5167,25,25,32.823,0.6019,0.6019,15.294,0.49153,0.6019,15.294,15.294,0.6019,22.411,68
"17209",38.709,10.842,25,43.484,5.5135,25,25,32.825,0.53534,0.53534,15.312,0.42329,0.53534,15.312,15.312,0.53534,22.774,68
"17210",38.711,10.84,25,43.483,5.5105,25,25,32.826,0.46368,0.46368,15.311,0.3592,0.46368,15.311,15.311,0.46368,22.758,68
"17211",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17212",25.006,25.135,25.863,26.6,25.863,25.135,25.006,25,1.6065,1.6008,1.3549,0.14117,1.3549,1.6008,1.6065,1.6065,1.893,68
"17213",25.277,28.326,32.033,26.607,24.503,24.941,24.999,25,5.099,4.5149,0.14232,0.14232,4.5149,5.099,5.1029,5.103,5.9931,68
"17214",43.208,37.651,32.036,26.607,21.59,17.174,13.503,10.663,0.11753,0.0005633,0.0005633,0.0005633,0.11753,0.45762,1.1019,2.1007,8.2552,68
"17215",43.945,37.651,32.036,26.607,20.899,14.868,9.0152,4.1961,0.00056335,0.00056335,0.00056335,0.00056335,0.335,1.483,3.7905,7.2672,11.342,68
"17216",43.611,37.758,32.011,26.599,21.721,17.532,14.138,11.591,0.35933,0.36103,0.36285,0.40805,0.81351,1.5982,2.7267,4.1931,10.844,68
"17217",43.736,37.783,31.993,26.602,21.812,17.774,14.582,12.271,0.34063,0.36106,0.36335,0.40878,0.81817,1.6146,2.7689,4.2784,11.308,68
"17218",43.823,37.801,31.979,26.605,21.881,17.956,14.914,12.779,0.33058,0.36128,0.36373,0.40927,0.82248,1.6309,2.8099,4.359,11.701,68
"17219",43.738,37.791,31.995,26.6,21.813,17.792,14.633,12.37,0.34715,0.38545,0.38872,0.43759,0.86727,1.6974,2.8932,4.4481,12.314,68
"17220",43.649,37.783,32.012,26.594,21.749,17.645,14.392,12.036,0.38043,0.42613,0.43067,0.48498,0.9451,1.823,3.0695,4.6679,13.275,68
"17221",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17222",47.679,37.233,26.92,25.088,25.001,25,25,25,0.13041,19.097,22.598,22.679,22.679,22.679,22.679,22.679,4.5404,68
"17223",47.5,37.136,26.905,25.087,25.001,25,25,25,0.30915,18.948,22.421,22.502,22.502,22.502,22.502,22.502,4.9214,68
"17224",47.532,37.154,26.908,25.087,25.001,25,25,25,0.2156,18.974,22.452,22.533,22.533,22.533,22.533,22.533,4.5647,68
"17225",47.55,37.164,26.909,25.087,25.001,25,25,25,0.17491,18.989,22.47,22.55,22.551,22.551,22.551,22.551,3.9196,68
"17226",47.589,37.185,26.912,25.087,25.001,25,25,25,0.17716,19.022,22.509,22.59,22.59,22.59,22.59,22.59,3.7294,68
"17227",47.609,37.196,26.914,25.087,25.001,25,25,25,0.1646,19.039,22.529,22.61,22.61,22.61,22.61,22.61,3.1213,68
"17228",47.631,37.207,26.916,25.087,25.001,25,25,25,0.16137,19.057,22.551,22.632,22.632,22.632,22.632,22.632,2.68,68
"17229",47.659,37.223,26.918,25.088,25.001,25,25,25,0.17064,19.081,22.579,22.66,22.66,22.66,22.66,22.66,2.7221,68
"17230",47.697,37.243,26.922,25.088,25.001,25,25,25,0.19911,19.113,22.617,22.698,22.698,22.698,22.698,22.698,3.6586,68
"17231",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17232",6.4135,14.974,23.427,24.928,24.999,25,25,25,0.14243,15.651,18.52,18.587,18.587,18.587,18.587,18.587,4.3414,68
"17233",6.4136,14.974,23.427,24.929,25.066,26.465,34.334,42.304,0.14243,15.121,17.893,17.957,17.957,17.893,15.121,0.14243,8.6138,68
"17234",6.4134,14.974,23.427,24.929,25.066,26.47,34.368,42.368,0.12835,15.147,17.924,17.988,17.988,17.923,15.147,0.11115,7.9832,68
"17235",6.4135,14.974,23.427,24.929,25.066,26.467,34.346,42.327,0.13654,15.13,17.903,17.968,17.968,17.903,15.13,0.11148,7.3268,68
"17236",6.4215,14.979,23.427,24.929,25.065,26.451,34.244,42.137,0.54176,15.058,17.815,17.879,17.879,17.815,15.057,0.42834,10.677,68
"17237",6.4214,14.979,23.427,24.929,25.065,26.444,34.2,42.055,0.53679,15.025,17.776,17.84,17.84,17.776,15.023,0.41584,11.207,68
"17238",6.4197,14.978,23.427,24.929,25.065,26.443,34.197,42.05,0.48051,15.022,17.773,17.837,17.837,17.773,15.021,0.36703,11.194,68
"17239",6.4188,14.977,23.427,24.929,25.065,26.446,34.21,42.075,0.4481,15.031,17.784,17.848,17.848,17.784,15.03,0.33876,11.193,68
"17240",6.4181,14.977,23.427,24.929,25.065,26.444,34.201,42.058,0.42062,15.024,17.776,17.84,17.84,17.776,15.023,0.31549,11.085,68
"17241",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17242",25,25,25,24.999,24.923,23.313,14.252,5.075,19.926,19.926,19.926,19.926,19.925,19.854,16.778,0.1423,4.4109,68
"17243",42.905,34.658,26.516,25.068,24.924,23.313,14.252,5.075,0.1423,15.951,18.875,18.942,18.942,18.875,15.951,0.1423,8.7207,68
"17244",43.147,34.788,26.536,25.069,24.924,23.314,14.256,5.081,0.42234,16.05,18.991,19.059,19.059,18.991,16.051,0.48765,9.4337,68
"17245",43.113,34.77,26.533,25.069,24.924,23.313,14.254,5.078,0.29038,16.035,18.973,19.042,19.042,18.973,16.035,0.35562,9.3575,68
"17246",43.207,34.821,26.541,25.069,24.924,23.314,14.254,5.0787,0.3103,16.073,19.018,19.086,19.086,19.018,16.073,0.39248,9.8404,68
"17247",43.12,34.774,26.534,25.069,24.924,23.314,14.255,5.0797,0.33805,16.038,18.977,19.045,19.045,18.977,16.039,0.43639,10.509,68
"17248",43.101,34.764,26.532,25.069,24.924,23.314,14.254,5.0788,0.30264,16.03,18.968,19.036,19.036,18.968,16.031,0.39622,10.36,68
"17249",43.13,34.779,26.535,25.069,24.924,23.313,14.254,5.0784,0.28558,16.041,18.981,19.05,19.05,18.981,16.042,0.37776,10.298,68
"17250",43.16,34.795,26.537,25.069,24.924,23.313,14.254,5.0782,0.27695,16.053,18.995,19.064,19.064,18.995,16.054,0.36925,10.306,68
"17251",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,68
"17252",8.1191,15.894,23.571,24.935,24.999,25,25,25,0.13932,14.215,16.821,16.881,16.881,16.881,16.881,16.881,4.2452,68
"17253",8.1191,15.894,23.571,24.936,25.068,26.513,34.642,42.876,0.13932,14.64,17.324,17.386,17.386,17.324,14.64,0.13932,8.5492,68
"17254",8.1257,15.898,23.571,24.936,25.067,26.492,34.505,42.622,0.50096,14.535,17.197,17.258,17.258,17.197,14.534,0.43388,9.2622,68
"17255",8.1232,15.897,23.571,24.936,25.068,26.499,34.55,42.705,0.40632,14.569,17.238,17.3,17.3,17.238,14.568,0.33178,9.4321,68
"17256",8.1234,15.897,23.571,24.936,25.067,26.492,34.504,42.619,0.41208,14.532,17.194,17.256,17.256,17.194,14.531,0.3258,9.785,68
