"","mu_ 0","mu_ 1","mu_ 2","mu_ 3","mu_ 4","mu_ 5","mu_ 6","mu_ 7","sig_ 0","sig_ 1","sig_ 2","sig_ 3","sig_ 4","sig_ 5","sig_ 6","sig_ 7","nlml","id"
"27866",30.898,36.795,42.693,48.591,54.489,60.386,66.284,72.182,8.0881e-05,8.5994e-05,9.39e-05,0.00010396,0.00011562,0.00012844,0.00014211,0.0001564,4.5456e+10,106
"27867",31.611,38.223,44.834,51.446,58.057,64.669,71.28,77.891,8.061e-05,8.4971e-05,9.1779e-05,0.00010054,0.00011079,0.00012215,0.00013435,0.00014717,5.1276e+10,106
"27868",32.123,39.245,46.368,53.49,60.613,67.736,74.858,81.981,8.0411e-05,8.4212e-05,9.0192e-05,9.7952e-05,0.00010711,0.00011733,0.00012837,0.00014002,5.5348e+10,106
"27869",32.499,39.998,47.496,54.995,62.494,69.993,77.491,84.99,8.0258e-05,8.3627e-05,8.8959e-05,9.5927e-05,0.0001042,0.0001135,0.00012359,0.0001343,5.8231e+10,106
"27870",32.804,40.608,48.412,56.215,64.019,71.823,79.627,87.431,8.0137e-05,8.3163e-05,8.7974e-05,9.4298e-05,0.00010185,0.00011039,0.00011969,0.0001296,6.0633e+10,106
"27871",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,106
"27872",24.851,24.702,24.553,24.404,24.254,24.105,23.956,23.807,13.3,13.41,13.591,13.841,14.155,14.53,14.961,15.443,4.0152,106
"27873",24.829,24.659,24.488,24.318,24.147,23.977,23.806,23.636,16.252,16.342,16.491,16.698,16.961,17.276,17.641,18.054,8.4252,106
"27874",25.298,25.595,25.893,26.19,26.488,26.786,27.083,27.381,17.542,17.611,17.727,17.887,18.092,18.338,18.625,18.951,12.9,106
"27875",25.659,26.318,26.977,27.637,28.296,28.955,29.614,30.273,16.667,16.727,16.828,16.968,17.146,17.362,17.613,17.898,17.176,106
"27876",25.999,26.998,27.997,28.996,29.995,30.994,31.993,32.992,15.167,15.22,15.308,15.43,15.587,15.775,15.995,16.246,21.262,106
"27877",26.306,27.612,28.918,30.224,31.53,32.836,34.143,35.449,13.623,13.668,13.744,13.849,13.984,14.146,14.335,14.551,25.178,106
"27878",26.556,28.112,29.668,31.225,32.781,34.337,35.893,37.449,12.273,12.312,12.376,12.465,12.578,12.716,12.877,13.06,28.922,106
"27879",26.743,28.485,30.228,31.97,33.713,35.455,37.198,38.94,11.182,11.215,11.269,11.344,11.44,11.556,11.692,11.847,32.506,106
"27880",26.886,28.773,30.659,32.545,34.432,36.318,38.204,40.09,10.34,10.368,10.414,10.478,10.559,10.658,10.774,10.906,35.99,106
"27881",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,106
"27882",25.962,26.924,27.886,28.847,29.809,30.771,31.733,32.695,0.0011223,0.0011479,0.0011894,0.0012451,0.0013133,0.0013921,0.0014798,0.001575,3.461,106
"27883",25.686,26.371,27.057,27.743,28.428,29.114,29.8,30.485,2.7649,2.7988,2.8544,2.9305,3.0255,3.1378,3.2654,3.4068,6.0135,106
"27884",25.513,26.027,26.54,27.054,27.567,28.081,28.594,29.108,8.5495,8.6175,8.7298,8.8845,9.0796,9.3125,9.5804,9.8806,10.984,106
"27885",25.283,25.566,25.849,26.132,26.415,26.698,26.981,27.264,10.956,11.024,11.138,11.295,11.494,11.732,12.007,12.318,15.378,106
"27886",25.324,25.647,25.971,26.294,26.618,26.941,27.265,27.589,11.447,11.515,11.629,11.785,11.983,12.221,12.496,12.806,19.411,106
"27887",25.367,25.734,26.101,26.468,26.835,27.202,27.569,27.936,11.691,11.759,11.871,12.027,12.224,12.461,12.735,13.044,23.404,106
"27888",25.411,25.823,26.234,26.645,27.057,27.468,27.879,28.291,11.836,11.904,12.016,12.171,12.367,12.603,12.876,13.185,27.382,106
"27889",25.456,25.912,26.369,26.825,27.281,27.737,28.193,28.65,11.933,12,12.111,12.266,12.462,12.697,12.969,13.276,31.354,106
"27890",25.502,26.003,26.505,27.006,27.508,28.009,28.511,29.012,11.981,12.048,12.159,12.313,12.508,12.742,13.014,13.32,35.309,106
"27891",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,106
"27892",25.049,25.098,25.147,25.196,25.245,25.294,25.343,25.392,20.433,20.506,20.627,20.796,21.011,21.27,21.573,21.917,4.4361,106
"27893",25.097,25.194,25.291,25.387,25.484,25.581,25.678,25.775,20.65,20.722,20.842,21.008,21.22,21.477,21.776,22.116,8.8956,106
"27894",25.147,25.293,25.44,25.587,25.734,25.88,26.027,26.174,20.447,20.52,20.641,20.808,21.022,21.28,21.581,21.924,13.318,106
"27895",25.196,25.391,25.587,25.782,25.978,26.174,26.369,26.565,20.449,20.522,20.642,20.809,21.022,21.28,21.58,21.922,17.762,106
"27896",25.245,25.49,25.734,25.979,26.224,26.469,26.714,26.959,20.421,20.493,20.613,20.78,20.993,21.251,21.551,21.892,22.201,106
"27897",25.295,25.591,25.886,26.182,26.477,26.773,27.068,27.363,20.308,20.381,20.501,20.669,20.882,21.14,21.441,21.783,26.616,106
"27898",25.346,25.691,26.037,26.382,26.728,27.073,27.419,27.764,20.258,20.33,20.451,20.618,20.832,21.09,21.391,21.733,31.044,106
"27899",25.395,25.789,26.184,26.578,26.973,27.367,27.762,28.157,20.273,20.346,20.466,20.633,20.846,21.103,21.403,21.744,35.494,106
"27900",25.445,25.89,26.335,26.78,27.225,27.671,28.116,28.561,20.218,20.291,20.411,20.578,20.791,21.048,21.348,21.689,39.918,106
"27901",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27902",25.044,25.088,25.132,25.176,25.22,25.264,25.308,25.352,22.75,22.816,22.925,23.076,23.27,23.505,23.779,24.092,4.5435,107
"27903",25.141,25.282,25.422,25.563,25.704,25.845,25.986,26.127,19.996,20.07,20.193,20.363,20.58,20.843,21.148,21.496,8.8364,107
"27904",25.29,25.579,25.869,26.158,26.448,26.738,27.027,27.317,17.333,17.415,17.552,17.741,17.982,18.272,18.609,18.99,12.852,107
"27905",25.445,25.891,26.336,26.782,27.227,27.673,28.118,28.564,15.031,15.119,15.264,15.465,15.72,16.026,16.38,16.779,16.611,107
"27906",25.46,25.92,26.38,26.84,27.3,27.76,28.22,28.679,13.609,13.694,13.834,14.027,14.272,14.566,14.906,15.289,20.259,107
"27907",25.072,25.145,25.217,25.289,25.362,25.434,25.506,25.578,14.13,14.2,14.315,14.475,14.677,14.921,15.205,15.525,24.435,107
"27908",24.669,24.339,24.008,23.677,23.346,23.016,22.685,22.354,14.664,14.722,14.817,14.949,15.116,15.319,15.555,15.823,28.846,107
"27909",24.758,24.515,24.273,24.031,23.788,23.546,23.304,23.062,16.083,16.139,16.232,16.362,16.527,16.727,16.96,17.225,33.647,107
"27910",24.824,24.649,24.473,24.297,24.122,23.946,23.77,23.595,17.032,17.087,17.179,17.307,17.47,17.667,17.897,18.159,38.338,107
"27911",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27912",24.616,24.233,23.849,23.466,23.082,22.699,22.315,21.932,19.286,19.352,19.462,19.615,19.81,20.045,20.32,20.632,4.4567,107
"27913",24.697,24.395,24.092,23.79,23.487,23.185,22.882,22.58,20.472,20.535,20.64,20.786,20.973,21.198,21.462,21.763,8.9246,107
"27914",24.724,24.447,24.171,23.895,23.619,23.342,23.066,22.79,18.889,18.956,19.066,19.219,19.414,19.65,19.925,20.238,13.115,107
"27915",24.75,24.501,24.251,24.001,23.752,23.502,23.252,23.003,17.067,17.136,17.251,17.41,17.612,17.857,18.142,18.465,17.063,107
"27916",24.757,24.513,24.27,24.027,23.784,23.54,23.297,23.054,15.409,15.478,15.594,15.753,15.957,16.201,16.486,16.808,20.817,107
"27917",24.38,23.76,23.14,22.52,21.9,21.28,20.66,20.04,15.435,15.494,15.59,15.725,15.896,16.102,16.343,16.616,25.173,107
"27918",24.478,23.956,23.434,22.912,22.39,21.868,21.346,20.824,16.502,16.559,16.654,16.786,16.955,17.158,17.395,17.665,29.731,107
"27919",24.554,24.107,23.661,23.215,22.769,22.322,21.876,21.43,17.26,17.317,17.41,17.54,17.706,17.907,18.142,18.408,34.27,107
"27920",24.513,24.027,23.54,23.053,22.567,22.08,21.593,21.107,16.254,16.308,16.398,16.523,16.682,16.875,17.1,17.356,38.034,107
"27921",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27922",25.063,25.127,25.19,25.253,25.317,25.38,25.443,25.507,15.788,15.883,16.039,16.255,16.528,16.856,17.236,17.664,4.1782,107
"27923",24.636,24.272,23.909,23.545,23.181,22.817,22.454,22.09,15.488,15.564,15.69,15.864,16.086,16.352,16.662,17.012,8.3943,107
"27924",24.317,23.635,22.952,22.269,21.587,20.904,20.221,19.539,12.733,12.802,12.915,13.073,13.274,13.514,13.793,14.109,12.177,107
"27925",24.406,23.812,23.218,22.624,22.03,21.436,20.841,20.247,12.765,12.833,12.945,13.101,13.299,13.536,13.811,14.122,16.095,107
"27926",24.458,23.915,23.373,22.83,22.288,21.745,21.203,20.66,12.05,12.116,12.226,12.377,12.569,12.8,13.068,13.37,19.759,107
"27927",24.335,23.67,23.005,22.34,21.675,21.01,20.344,19.679,10.933,10.99,11.086,11.219,11.387,11.589,11.823,12.088,23.217,107
"27928",24.303,23.605,22.908,22.21,21.513,20.816,20.118,19.421,10.068,10.119,10.205,10.325,10.476,10.658,10.869,11.107,26.529,107
"27929",24.346,23.692,23.038,22.385,21.731,21.077,20.423,19.769,9.5879,9.6363,9.7164,9.8274,9.9683,10.138,10.335,10.557,29.876,107
"27930",24.44,23.88,23.32,22.76,22.2,21.64,21.08,20.52,10.625,10.675,10.758,10.872,11.018,11.194,11.398,11.629,34.378,107
"27931",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27932",25.056,25.113,25.169,25.226,25.282,25.338,25.395,25.451,17.73,17.814,17.954,18.147,18.393,18.688,19.032,19.421,4.2942,107
"27933",25.182,25.364,25.546,25.727,25.909,26.091,26.273,26.455,15.17,15.266,15.425,15.646,15.925,16.259,16.646,17.081,8.2888,107
"27934",24.65,24.3,23.951,23.601,23.251,22.901,22.551,22.201,17.417,17.487,17.603,17.764,17.969,18.217,18.505,18.832,12.896,107
"27935",24.704,24.408,24.112,23.816,23.519,23.223,22.927,22.631,17.62,17.689,17.804,17.964,18.167,18.412,18.698,19.022,17.2,107
"27936",24.752,24.503,24.255,24.006,23.758,23.509,23.261,23.013,17.677,17.746,17.86,18.019,18.221,18.466,18.75,19.073,21.49,107
"27937",24.797,24.595,24.392,24.19,23.987,23.784,23.582,23.379,17.685,17.754,17.868,18.026,18.228,18.472,18.755,19.077,25.773,107
"27938",24.841,24.683,24.524,24.366,24.207,24.048,23.89,23.731,17.638,17.707,17.821,17.979,18.181,18.424,18.708,19.029,30.037,107
"27939",24.888,24.775,24.663,24.55,24.438,24.325,24.213,24.1,17.656,17.725,17.838,17.996,18.197,18.439,18.722,19.043,34.327,107
"27940",24.931,24.862,24.794,24.725,24.656,24.587,24.519,24.45,17.597,17.665,17.779,17.936,18.137,18.38,18.662,18.983,38.582,107
"27941",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27942",24.865,24.73,24.595,24.46,24.325,24.19,24.055,23.92,7.4032,7.5995,7.9159,8.3387,8.8526,9.4429,10.096,10.801,3.421,107
"27943",25.537,26.074,26.611,27.148,27.685,28.222,28.759,29.296,7.7444,7.8364,7.9874,8.1941,8.4525,8.758,9.1057,9.4912,7.1761,107
"27944",24.776,24.552,24.328,24.104,23.88,23.656,23.433,23.209,13.575,13.643,13.755,13.911,14.109,14.348,14.625,14.938,12.151,107
"27945",24.534,24.068,23.603,23.137,22.671,22.205,21.739,21.274,12.816,12.877,12.978,13.118,13.296,13.51,13.759,14.041,16.067,107
"27946",24.602,24.204,23.806,23.407,23.009,22.611,22.213,21.815,11.874,11.93,12.023,12.152,12.316,12.513,12.742,13.002,19.665,107
"27947",24.72,24.44,24.159,23.879,23.599,23.319,23.039,22.759,12.735,12.791,12.883,13.012,13.175,13.372,13.6,13.86,23.92,107
"27948",24.914,24.827,24.741,24.654,24.568,24.481,24.395,24.309,14.351,14.406,14.496,14.622,14.781,14.974,15.199,15.455,28.66,107
"27949",25.064,25.129,25.193,25.258,25.322,25.387,25.451,25.516,15.319,15.372,15.46,15.583,15.739,15.928,16.148,16.398,33.254,107
"27950",25.196,25.392,25.588,25.784,25.98,26.176,26.372,26.568,15.962,16.014,16.1,16.22,16.372,16.557,16.772,17.017,37.785,107
"27951",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27952",24.946,24.892,24.838,24.785,24.731,24.677,24.623,24.569,18.57,18.651,18.784,18.969,19.204,19.487,19.817,20.191,4.3405,107
"27953",25.347,25.694,26.04,26.387,26.734,27.081,27.428,27.774,20.22,20.284,20.39,20.537,20.726,20.953,21.219,21.522,8.9145,107
"27954",25.726,26.452,27.179,27.905,28.631,29.357,30.083,30.809,18.564,18.623,18.72,18.855,19.028,19.237,19.481,19.759,13.304,107
"27955",26.162,27.325,28.487,29.65,30.812,31.975,33.137,34.299,16.081,16.134,16.222,16.345,16.502,16.692,16.913,17.165,17.523,107
"27956",26.63,28.26,29.89,31.521,33.151,34.781,36.411,38.041,13.341,13.387,13.463,13.569,13.704,13.867,14.057,14.273,21.524,107
"27957",27.008,29.016,31.024,33.032,35.04,37.048,39.055,41.063,11.067,11.104,11.166,11.252,11.362,11.495,11.649,11.826,25.229,107
"27958",27.243,29.487,31.73,33.973,36.216,38.46,40.703,42.946,9.576,9.6061,9.6559,9.7253,9.8137,9.9208,10.046,10.188,28.677,107
"27959",27.39,29.78,32.171,34.561,36.951,39.341,41.731,44.121,8.5941,8.6187,8.6595,8.7163,8.7888,8.8766,8.9793,9.0963,31.959,107
"27960",27.485,29.97,32.455,34.94,37.425,39.911,42.396,44.881,7.8894,7.9099,7.944,7.9915,8.0521,8.1255,8.2115,8.3096,35.107,107
"27961",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27962",25.906,26.812,27.718,28.624,29.531,30.437,31.343,32.249,3.7586,3.8294,3.9445,4.1002,4.2921,4.5156,4.7662,5.0399,3.597,107
"27963",25.198,25.395,25.593,25.79,25.988,26.186,26.383,26.581,14.334,14.413,14.544,14.726,14.956,15.233,15.553,15.915,8.1964,107
"27964",25.323,25.646,25.969,26.291,26.614,26.937,27.26,27.583,11.81,11.88,11.995,12.154,12.356,12.598,12.878,13.194,11.784,107
"27965",25.031,25.063,25.094,25.126,25.157,25.188,25.22,25.251,12.42,12.481,12.582,12.722,12.9,13.114,13.362,13.643,15.84,107
"27966",25.011,25.023,25.034,25.046,25.057,25.069,25.08,25.091,11.092,11.147,11.239,11.367,11.529,11.724,11.95,12.206,19.267,107
"27967",25.235,25.471,25.706,25.942,26.177,26.413,26.648,26.883,13.029,13.083,13.172,13.297,13.455,13.645,13.867,14.119,24.049,107
"27968",25.412,25.823,26.235,26.647,27.059,27.47,27.882,28.294,13.938,13.99,14.076,14.196,14.348,14.532,14.747,14.991,28.556,107
"27969",25.569,26.138,26.707,27.276,27.845,28.414,28.984,29.553,14.394,14.444,14.527,14.643,14.79,14.967,15.175,15.411,32.945,107
"27970",25.717,26.435,27.152,27.87,28.587,29.305,30.022,30.739,14.655,14.703,14.783,14.894,15.037,15.209,15.409,15.638,37.292,107
"27971",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27972",24.832,24.664,24.496,24.329,24.161,23.993,23.825,23.657,5.955,6.1949,6.5754,7.0738,7.6672,8.3352,9.0614,9.8329,3.2036,107
"27973",24.81,24.621,24.431,24.241,24.052,23.862,23.672,23.483,16.268,16.358,16.507,16.714,16.976,17.291,17.656,18.068,8.4306,107
"27974",24.822,24.645,24.467,24.29,24.112,23.935,23.757,23.58,13.781,13.882,14.048,14.278,14.569,14.916,15.316,15.766,12.136,107
"27975",24.775,24.551,24.326,24.101,23.876,23.652,23.427,23.202,12.03,12.133,12.302,12.536,12.829,13.179,13.581,14.031,15.648,107
"27976",24.484,23.967,23.451,22.935,22.418,21.902,21.385,20.869,11.418,11.509,11.661,11.87,12.133,12.447,12.809,13.213,19.418,107
"27977",24.861,24.723,24.584,24.446,24.307,24.168,24.03,23.891,11.943,12.019,12.146,12.32,12.541,12.805,13.111,13.455,23.444,107
"27978",25.272,25.544,25.816,26.088,26.36,26.632,26.904,27.176,12.595,12.658,12.762,12.907,13.091,13.312,13.568,13.858,27.773,107
"27979",24.852,24.703,24.555,24.407,24.259,24.11,23.962,23.814,13.471,13.523,13.61,13.73,13.883,14.068,14.284,14.529,32.269,107
"27980",25.123,25.247,25.37,25.494,25.617,25.741,25.864,25.988,13.837,13.884,13.961,14.068,14.205,14.371,14.564,14.784,36.551,107
"27981",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27982",24.595,24.191,23.786,23.381,22.977,22.572,22.167,21.762,18.1,18.169,18.284,18.443,18.646,18.891,19.177,19.501,4.403,107
"27983",24.686,24.372,24.058,23.744,23.43,23.115,22.801,22.487,19.411,19.477,19.586,19.738,19.931,20.165,20.438,20.748,8.8226,107
"27984",24.742,24.484,24.226,23.968,23.709,23.451,23.193,22.935,19.843,19.908,20.015,20.164,20.354,20.584,20.853,21.158,13.256,107
"27985",24.787,24.575,24.362,24.149,23.937,23.724,23.512,23.299,19.948,20.012,20.118,20.267,20.456,20.685,20.952,21.256,17.672,107
"27986",24.827,24.653,24.48,24.307,24.134,23.96,23.787,23.614,19.825,19.889,19.996,20.145,20.334,20.564,20.831,21.136,22.045,107
"27987",24.87,24.74,24.61,24.48,24.35,24.22,24.09,23.96,19.852,19.916,20.023,20.171,20.36,20.588,20.855,21.159,26.452,107
"27988",24.914,24.828,24.741,24.655,24.569,24.483,24.396,24.31,19.9,19.964,20.07,20.218,20.406,20.634,20.9,21.203,30.87,107
"27989",24.956,24.912,24.868,24.823,24.779,24.735,24.691,24.647,19.881,19.944,20.05,20.198,20.386,20.613,20.879,21.181,35.268,107
"27990",24.999,24.998,24.996,24.995,24.994,24.993,24.991,24.99,19.898,19.961,20.067,20.214,20.401,20.628,20.893,21.195,39.683,107
"27991",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"27992",25.046,25.092,25.137,25.183,25.229,25.275,25.321,25.366,21.831,21.9,22.013,22.171,22.373,22.617,22.902,23.226,4.5023,107
"27993",25.092,25.184,25.276,25.369,25.461,25.553,25.645,25.737,21.7,21.769,21.883,22.042,22.244,22.489,22.775,23.1,8.9946,107
"27994",25.139,25.277,25.416,25.555,25.693,25.832,25.971,26.109,21.637,21.706,21.82,21.979,22.182,22.427,22.713,23.039,13.487,107
"27995",25.185,25.37,25.556,25.741,25.926,26.111,26.297,26.482,21.594,21.663,21.777,21.936,22.138,22.383,22.669,22.995,17.978,107
"27996",25.231,25.463,25.694,25.926,26.157,26.388,26.62,26.851,21.609,21.678,21.792,21.95,22.152,22.396,22.682,23.006,22.482,107
"27997",25.278,25.556,25.835,26.113,26.391,26.669,26.947,27.225,21.568,21.636,21.75,21.908,22.11,22.355,22.64,22.964,26.973,107
"27998",25.325,25.65,25.975,26.3,26.625,26.95,27.275,27.6,21.535,21.604,21.717,21.876,22.077,22.321,22.606,22.931,31.466,107
"27999",25.372,25.745,26.117,26.49,26.862,27.235,27.607,27.98,21.477,21.546,21.659,21.818,22.019,22.264,22.549,22.873,35.948,107
"28000",25.419,25.839,26.258,26.677,27.096,27.516,27.935,28.354,21.464,21.533,21.646,21.804,22.006,22.249,22.534,22.858,40.446,107
"28001",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"28002",24.95,24.9,24.85,24.8,24.75,24.699,24.649,24.599,19.963,20.037,20.161,20.334,20.553,20.819,21.128,21.479,4.4128,107
"28003",25.306,25.612,25.918,26.224,26.53,26.835,27.141,27.447,19.421,19.487,19.596,19.748,19.941,20.175,20.448,20.758,8.8211,107
"28004",25.672,26.343,27.015,27.686,28.358,29.029,29.701,30.372,17.407,17.467,17.567,17.706,17.883,18.098,18.348,18.632,13.078,107
"28005",26.063,27.127,28.19,29.253,30.316,31.38,32.443,33.506,14.973,15.027,15.116,15.24,15.398,15.588,15.81,16.063,17.141,107
"28006",26.43,27.859,29.289,30.718,32.148,33.578,35.007,36.437,12.678,12.724,12.799,12.904,13.037,13.198,13.386,13.6,20.98,107
"28007",26.707,28.415,30.122,31.83,33.537,35.245,36.952,38.659,10.928,10.965,11.026,11.112,11.221,11.353,11.507,11.682,24.601,107
"28008",26.886,28.773,30.659,32.545,34.432,36.318,38.204,40.091,9.6864,9.7166,9.7668,9.8367,9.9258,10.034,10.16,10.303,28.013,107
"28009",27.012,29.023,31.035,33.047,35.058,37.07,39.082,41.093,8.8099,8.8349,8.8764,8.9343,9.0081,9.0975,9.202,9.3211,31.306,107
"28010",27.098,29.195,31.293,33.391,35.488,37.586,39.684,41.782,8.1464,8.1675,8.2024,8.2511,8.3132,8.3885,8.4767,8.5773,34.482,107
"28011",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"28012",24.937,24.874,24.811,24.748,24.685,24.622,24.559,24.496,15.859,15.953,16.108,16.323,16.596,16.922,17.301,17.727,4.1827,107
"28013",25.4,25.799,26.199,26.598,26.998,27.397,27.797,28.196,18.627,18.695,18.807,18.963,19.162,19.402,19.682,20.001,8.7715,107
"28014",25.815,26.63,27.445,28.26,29.075,29.89,30.705,31.521,17.248,17.309,17.409,17.549,17.726,17.941,18.192,18.477,13.158,107
"28015",26.31,27.62,28.93,30.24,31.55,32.86,34.17,35.48,14.427,14.481,14.57,14.694,14.852,15.043,15.265,15.518,17.293,107
"28016",26.815,28.63,30.446,32.261,34.076,35.891,37.706,39.521,11.429,11.473,11.546,11.648,11.777,11.933,12.115,12.321,21.129,107
"28017",27.158,29.317,31.475,33.633,35.791,37.95,40.108,42.266,9.4147,9.449,9.506,9.5852,9.686,9.8079,9.95,10.111,24.663,107
"28018",27.355,29.709,32.064,34.419,36.773,39.128,41.482,43.837,8.2052,8.2323,8.2773,8.3399,8.4197,8.5162,8.6288,8.757,27.958,107
"28019",27.472,29.944,32.416,34.889,37.361,39.833,42.305,44.777,7.4046,7.4265,7.463,7.5138,7.5786,7.657,7.7487,7.8531,31.08,107
"28020",27.546,30.092,32.638,35.184,37.73,40.276,42.822,45.368,6.8222,6.8404,6.8707,6.9129,6.9667,7.032,7.1083,7.1954,34.071,107
"28021",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"28022",24.629,24.258,23.887,23.516,23.145,22.774,22.403,22.032,20.048,20.113,20.219,20.368,20.558,20.787,21.055,21.36,4.49,107
"28023",24.714,24.429,24.143,23.858,23.572,23.287,23.001,22.716,21.52,21.581,21.682,21.823,22.003,22.221,22.476,22.767,9.0188,107
"28024",24.761,24.522,24.284,24.045,23.806,23.567,23.328,23.09,21.779,21.839,21.939,22.079,22.257,22.473,22.725,23.013,13.529,107
"28025",24.804,24.607,24.411,24.214,24.018,23.822,23.625,23.429,21.886,21.946,22.046,22.185,22.362,22.577,22.828,23.114,18.039,107
"28026",24.843,24.686,24.528,24.371,24.214,24.057,23.9,23.743,21.862,21.922,22.022,22.16,22.337,22.552,22.803,23.089,22.53,107
"28027",24.883,24.766,24.649,24.532,24.415,24.298,24.181,24.063,21.878,21.937,22.037,22.175,22.352,22.566,22.816,23.101,27.032,107
"28028",24.924,24.849,24.773,24.697,24.622,24.546,24.47,24.395,21.966,22.026,22.125,22.262,22.438,22.651,22.9,23.184,31.56,107
"28029",24.964,24.929,24.893,24.857,24.822,24.786,24.751,24.715,21.989,22.049,22.147,22.285,22.46,22.672,22.921,23.204,36.074,107
"28030",25.003,25.007,25.01,25.014,25.017,25.021,25.024,25.028,21.961,22.02,22.119,22.256,22.431,22.643,22.892,23.175,40.57,107
"28031",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"28032",24.947,24.894,24.841,24.788,24.736,24.683,24.63,24.577,18.908,18.987,19.118,19.3,19.531,19.81,20.134,20.502,4.3585,107
"28033",25.339,25.677,26.016,26.354,26.693,27.031,27.37,27.708,20.029,20.094,20.2,20.349,20.538,20.767,21.035,21.34,8.8928,107
"28034",25.716,26.433,27.149,27.865,28.582,29.298,30.015,30.731,18.527,18.586,18.683,18.819,18.992,19.201,19.445,19.723,13.291,107
"28035",26.146,27.292,28.438,29.584,30.73,31.876,33.022,34.168,16.019,16.073,16.161,16.284,16.441,16.631,16.852,17.104,17.489,107
"28036",26.599,28.197,29.796,31.395,32.993,34.592,36.191,37.789,13.331,13.377,13.453,13.559,13.694,13.857,14.047,14.263,21.469,107
"28037",26.951,28.902,30.854,32.805,34.756,36.707,38.658,40.61,11.092,11.129,11.191,11.277,11.387,11.52,11.675,11.852,25.129,107
"28038",27.183,29.367,31.55,33.734,35.917,38.1,40.284,42.467,9.6587,9.6889,9.739,9.8088,9.8977,10.005,10.131,10.274,28.599,107
"28039",27.332,29.665,31.997,34.329,36.661,38.994,41.326,43.658,8.6921,8.7169,8.7581,8.8153,8.8884,8.977,9.0805,9.1985,31.905,107
"28040",27.434,29.868,32.302,34.736,37.17,39.604,42.038,44.472,7.994,8.0147,8.0491,8.0971,8.1583,8.2325,8.3194,8.4185,35.089,107
"28041",25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,107
"28042",24.947,24.894,24.841,24.788,24.735,24.681,24.628,24.575,18.834,18.913,19.045,19.227,19.459,19.739,20.065,20.434,4.3546,107
"28043",25.341,25.681,26.022,26.362,26.703,27.044,27.384,27.725,20.098,20.162,20.268,20.416,20.605,20.834,21.101,21.405,8.9003,107
"28044",25.719,26.437,27.156,27.875,28.593,29.312,30.031,30.749,18.491,18.549,18.647,18.783,18.956,19.165,19.41,19.688,13.287,107
"28045",26.15,27.3,28.449,29.599,30.749,31.899,33.049,34.198,16.027,16.08,16.169,16.292,16.449,16.638,16.86,17.111,17.495,107
"28046",26.601,28.201,29.802,31.402,33.003,34.603,36.204,37.805,13.232,13.278,13.354,13.459,13.594,13.757,13.947,14.163,21.438,107
"28047",26.958,28.916,30.875,32.833,34.791,36.749,38.707,40.665,11.052,11.089,11.151,11.237,11.347,11.479,11.634,11.81,25.122,107
"28048",27.185,29.371,31.556,33.742,35.927,38.113,40.298,42.484,9.6123,9.6424,9.6924,9.7619,9.8506,9.9579,10.083,10.226,28.573,107
"28049",27.321,29.643,31.964,34.285,36.607,38.928,41.249,43.571,8.6405,8.6652,8.7062,8.7632,8.836,8.9241,9.0272,9.1447,31.836,107
"28050",27.414,29.828,32.242,34.657,37.071,39.485,41.899,44.313,7.9426,7.9632,7.9975,8.0452,8.1061,8.18,8.2664,8.365,34.988,107
