,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,std_0,std_1,std_2,std_3,std_4,std_5,std_6,std_7,nmll,round,trial,id
22624,25,25,25,25.001,25.063,26.381,33.802,41.319,16.323,16.323,16.323,16.323,16.323,16.265,13.747,0.39229,5.4394,13,4,76
22625,25,25,25,25.001,25.063,26.388,33.842,41.393,16.396,16.396,16.396,16.396,16.396,16.338,13.808,0.35075,5.6881,13,5,76
22626,25,25,25,25.001,25.063,26.38,33.79,41.296,16.301,16.301,16.301,16.301,16.301,16.242,13.728,0.37971,6.4525,13,6,76
22627,25,25,25,25.001,25.063,26.379,33.79,41.295,16.298,16.298,16.298,16.298,16.298,16.24,13.725,0.33492,6.3457,13,7,76
22628,25,25,25,25.001,25.063,26.382,33.804,41.321,16.324,16.324,16.324,16.324,16.324,16.266,13.747,0.3114,6.2974,13,8,76
22629,25,25,25,25.001,25.063,26.381,33.796,41.308,16.31,16.31,16.31,16.31,16.31,16.252,13.735,0.28897,6.0806,13,9,76
22630,25,25,25,25.001,25.063,26.379,33.783,41.284,16.286,16.286,16.286,16.286,16.286,16.227,13.714,0.27932,6.0347,13,10,76
22631,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,14,1,76
22632,25,25,25,25.001,25.064,26.411,33.988,41.664,16.664,16.664,16.664,16.664,16.664,16.604,14.032,0.13847,4.2322,14,2,76
22633,25,25,25,25,25,25,25,25,19.148,19.148,19.148,19.148,19.148,19.148,19.148,19.148,8.7423,14,3,76
22634,25,25,25,25,25,25,25,25,19.692,19.692,19.692,19.692,19.692,19.692,19.692,19.692,13.198,14,4,76
22635,25,25,25,25,25,25,25,25,17.107,17.107,17.107,17.107,17.107,17.107,17.107,17.107,17.034,14,5,76
22636,25,25,25,25,25,25,25,25,16.796,16.796,16.796,16.796,16.796,16.796,16.796,16.796,21.2,14,6,76
22637,25,25,25,25,25,25,25,25,15.805,15.805,15.805,15.805,15.805,15.805,15.805,15.805,25.076,14,7,76
22638,25,25,25,25,25,25,25,25,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,29.172,14,8,76
22639,25,25,25,25,25,25,25,25,15.51,15.51,15.51,15.51,15.51,15.51,15.51,15.51,33.283,14,9,76
22640,25,25,25,25,25,25,25,25,15.366,15.366,15.366,15.366,15.366,15.366,15.366,15.366,37.36,14,10,76
22641,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,15,1,76
22642,24.975,24.446,21.467,18.45,21.467,24.446,24.975,25,6.5511,6.5276,5.5169,0.14072,5.5169,6.5276,6.5511,6.5511,3.2986,15,2,76
22643,16.437,12.404,13.009,18.448,24.073,26.383,26.162,25.469,7.4677,3.6911,0.1407,0.1407,3.6911,7.4677,9.219,9.6178,6.7591,15,3,76
22644,2.6319,7.7003,13.006,18.449,23.923,29.322,34.545,39.495,0.050236,0.0023977,0.0023976,0.0023977,0.050236,0.19707,0.48355,0.94572,8.0643,15,4,76
22645,33.466,7.7003,13.006,18.449,23.638,24.974,25,25,0.002361,0.002361,0.002361,0.002361,11.283,11.744,11.744,11.744,15.412,15,5,76
22646,33.022,7.7528,13.02,18.462,23.573,24.969,25,25,0.7382,0.85192,0.85192,0.85198,11.153,11.657,11.657,11.657,16.629,15,6,76
22647,33.034,7.7266,13.013,18.456,23.572,24.969,25,25,0.49228,0.60272,0.60272,0.60274,11.152,11.657,11.657,11.657,17.052,15,7,76
22648,33.083,7.719,13.011,18.454,23.579,24.97,25,25,0.40225,0.50869,0.50869,0.5087,11.166,11.666,11.666,11.666,17.257,15,8,76
22649,33.181,7.721,13.012,18.454,23.595,24.971,25,25,0.41648,0.53752,0.53752,0.53753,11.196,11.686,11.686,11.686,17.996,15,9,76
22650,33.359,7.7446,13.019,18.46,23.626,24.973,25,25,0.60371,0.78994,0.78994,0.78998,11.256,11.725,11.725,11.725,20.484,15,10,76
22651,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,16,1,76
22652,25,25,25,24.999,24.958,24.079,19.133,14.123,10.878,10.878,10.878,10.878,10.878,10.839,9.1604,0.14243,3.8057,16,2,76
22653,25,25,25,25,25,25,29.29,14.123,8.2688,8.2688,8.2688,8.2688,8.2688,8.2688,0.14245,0.14245,7.0629,16,3,76
22654,25,25,25,25,25,18.984,29.29,14.124,7.5928,7.5928,7.5928,7.5928,7.5928,0.14245,0.14245,0.14245,10.338,16,4,76
22655,25,25,25,25,9.864,18.983,29.29,14.123,10.026,10.026,10.026,10.026,0.14246,0.14246,0.14246,0.14246,14.897,16,5,76
22656,25,25,25,42.228,9.8636,18.983,29.29,14.122,11.823,11.823,11.823,0.14246,0.14246,0.14246,0.14246,0.14246,19.445,16,6,76
22657,25,25,25,42.463,9.8748,18.988,29.287,14.131,11.895,11.895,11.895,0.41554,0.47976,0.47976,0.47976,0.47976,20.16,16,7,76
22658,25,25,25,42.446,9.8688,18.985,29.289,14.126,11.889,11.889,11.889,0.28021,0.34316,0.34316,0.34316,0.34316,20.028,16,8,76
22659,25,25,25,42.379,9.8687,18.985,29.289,14.126,11.869,11.869,11.869,0.26888,0.34008,0.34008,0.34008,0.34008,20.139,16,9,76
22660,25,25,25,42.357,9.8674,18.985,29.289,14.125,11.862,11.862,11.862,0.23455,0.30278,0.30278,0.30278,0.30278,19.777,16,10,76
22661,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,17,1,76
22662,25.067,26.477,34.414,42.452,34.414,26.477,25.067,25.001,17.452,17.39,14.696,0.14257,14.696,17.39,17.452,17.452,4.2784,17,2,76
22663,25.004,25.086,25.547,26.014,25.547,25.086,25.004,25,12.346,12.346,12.334,12.304,12.334,12.346,12.346,12.346,7.8628,17,3,76
22664,25.003,25.055,25.353,25.654,25.353,25.055,25.003,25,10.081,10.081,10.075,10.06,10.075,10.081,10.081,10.081,11.187,17,4,76
22665,30.955,30.963,30.966,30.963,30.956,30.943,30.925,30.902,10.392,10.385,10.381,10.38,10.383,10.388,10.396,10.407,15.308,17,5,76
22666,31.172,35.655,36.47,32.267,27.228,24.898,24.664,24.876,12.644,11.025,9.3719,9.1449,10.759,12.564,13.233,13.332,18.971,17,6,76
22667,29.79,37.057,39.344,31.865,25.077,24.106,24.74,24.97,13.297,10.771,7.8901,7.8901,10.771,13.297,13.719,13.736,22.174,17,7,76
22668,29.391,37.418,40.288,31.687,24.527,24.041,24.788,24.982,13.336,10.48,6.8991,7.0772,10.576,13.345,13.703,13.713,25.139,17,8,76
22669,29.223,37.559,40.691,31.581,24.289,24.023,24.807,24.985,13.244,10.22,6.1987,6.4788,10.354,13.256,13.592,13.6,27.955,17,9,76
22670,29.096,37.629,40.953,31.503,24.138,24.021,24.821,24.988,13.174,10.048,5.6729,6.0124,10.194,13.185,13.505,13.511,30.67,17,10,76
22671,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,18,1,76
22672,25.83,30.286,34.799,30.286,25.83,25.038,25.001,25,9.7645,8.2521,0.13958,8.2521,9.7645,9.7996,9.7997,9.7997,3.7013,18,2,76
22673,25,19.889,34.798,25,25,25,25,25,7.8157,0.13961,0.13961,7.8157,7.8157,7.8157,7.8157,7.8157,6.9501,18,3,76
22674,44.042,19.888,34.799,25,25,25,25,25,0.13962,0.13962,0.13962,12.712,12.712,12.712,12.712,12.712,11.885,18,4,76
22675,44.039,19.888,34.8,25,25,25,25,25,0.0078358,0.009048,0.009048,12.71,12.71,12.71,12.71,12.71,8.5977,18,5,76
22676,43.911,19.889,34.797,25,25,25,25,25,0.25245,0.30917,0.30917,12.649,12.649,12.649,12.649,12.649,12.216,18,6,76
22677,43.888,19.889,34.798,25,25,25,25,25,0.20658,0.2613,0.2613,12.636,12.636,12.636,12.636,12.636,11.751,18,7,76
22678,43.979,19.89,34.796,25,25,25,25,25,0.28531,0.3683,0.3683,12.684,12.684,12.684,12.684,12.684,12.977,18,8,76
22679,44.039,19.89,34.795,25,25,25,25,25,0.2967,0.38843,0.38843,12.714,12.714,12.714,12.714,12.714,13.415,18,9,76
22680,44.079,19.89,34.795,25,25,25,25,25,0.29148,0.38555,0.38555,12.734,12.734,12.734,12.734,12.734,13.579,18,10,76
22681,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,19,1,76
22682,25,25,25,24.999,24.939,23.67,16.528,9.2943,15.706,15.706,15.706,15.706,15.706,15.65,13.226,0.13801,4.173,19,2,76
22683,6.9891,15.285,23.475,24.93,24.938,23.67,16.528,9.2942,0.13801,14.229,16.838,16.898,16.898,16.838,14.229,0.13801,8.4923,19,3,76
22684,6.9893,25,25,25,25,25,32.715,9.2944,0.13802,14.499,14.499,14.499,14.499,14.499,0.13802,0.13802,12.279,19,4,76
22685,6.9896,21.796,25,25,25,25,32.715,9.2947,0.13802,0.13802,12.658,12.658,12.658,12.658,0.13802,0.13802,15.829,19,5,76
22686,6.9897,21.796,25,25,25,16.408,32.715,9.2948,0.13802,0.13802,11.956,11.956,11.956,0.13802,0.13802,0.13802,19.501,19,6,76
22687,6.9899,21.796,27.436,25,25,16.409,32.715,9.295,0.13801,0.13801,0.13801,10.959,10.959,0.13801,0.13801,0.13801,22.879,19,7,76
22688,6.9899,21.796,27.436,25,38.182,16.409,32.715,9.2949,0.13801,0.13801,0.13801,11.304,0.13801,0.13801,0.13801,0.13801,26.909,19,8,76
22689,6.9898,21.796,27.436,11.767,38.182,16.408,32.715,9.2948,0.13802,0.13802,0.13802,0.13802,0.13802,0.13802,0.13802,0.13802,30.934,19,9,76
22690,7.0285,21.803,27.431,11.795,37.785,16.427,32.698,9.3286,0.76615,0.76615,0.76615,0.76615,0.66375,0.76615,0.76615,0.76615,32.05,19,10,76
22691,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,20,1,76
22692,25.001,25.049,26.076,31.858,37.713,31.858,26.076,25.049,12.714,12.714,12.668,10.706,0.14215,10.706,12.668,12.714,3.9616,20,2,76
22693,25,25,25,25,25,25,25,25,15.137,15.137,15.137,15.137,15.137,15.137,15.137,15.137,8.2721,20,3,76
22694,25,25,25,25,25,25,25,25,15.224,15.224,15.224,15.224,15.224,15.224,15.224,15.224,12.425,20,4,76
22695,25,25,25,25,25,25,25,25,15.474,15.474,15.474,15.474,15.474,15.474,15.474,15.474,16.632,20,5,76
22696,25,25,25,25,25,25,25,25,15.509,15.509,15.509,15.509,15.509,15.509,15.509,15.509,20.802,20,6,76
22697,25,25,25,25,25,25,25,25,15.573,15.573,15.573,15.573,15.573,15.573,15.573,15.573,24.987,20,7,76
22698,25,25,25,25,25,25,25,25,15.629,15.629,15.629,15.629,15.629,15.629,15.629,15.629,29.177,20,8,76
22699,25,25,25,25,25,25,25,25,15.657,15.657,15.657,15.657,15.657,15.657,15.657,15.657,33.358,20,9,76
22700,25,25,25,25,25,25,25,25,15.633,15.633,15.633,15.633,15.633,15.633,15.633,15.633,37.515,20,10,76
22701,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,21,1,76
22702,25,25,24.999,24.955,24.004,18.655,13.238,18.655,11.763,11.763,11.763,11.763,11.721,9.9052,0.14228,9.9052,3.8839,21,2,76
22703,25,25,25,25,25,25,13.238,41.114,14.108,14.108,14.108,14.108,14.108,14.108,0.14229,0.14229,8.1313,21,3,76
22704,25,25,25,25,25,25,13.24,41.283,14.206,14.206,14.206,14.206,14.206,14.206,0.34012,0.29457,8.4857,21,4,76
22705,25,25,25,25,25,25,13.247,41.498,14.333,14.333,14.333,14.333,14.333,14.333,0.58496,0.4777,9.7848,21,5,76
22706,25,25,25,25,25,25,13.247,41.626,14.407,14.407,14.407,14.407,14.407,14.407,0.59769,0.47261,10.54,21,6,76
22707,25,25,25,25,25,25,13.245,41.665,14.428,14.428,14.428,14.428,14.428,14.428,0.53071,0.41115,10.737,21,7,76
22708,25,25,25,25,25,25,13.245,41.723,14.462,14.462,14.462,14.462,14.462,14.462,0.51579,0.394,11.129,21,8,76
22709,25,25,25,25,25,25,13.244,41.669,14.43,14.43,14.43,14.43,14.43,14.43,0.5129,0.38777,11.578,21,9,76
22710,25,25,25,25,25,25,13.243,41.668,14.429,14.429,14.429,14.429,14.429,14.429,0.47492,0.35624,11.511,21,10,76
22711,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,22,1,76
22712,25,25,25,24.999,24.932,23.519,15.562,7.5026,17.498,17.498,17.498,17.498,17.498,17.435,14.734,0.14257,4.281,22,2,76
22713,25,25,25,25,25,25,41.627,7.5026,17.069,17.069,17.069,17.069,17.069,17.069,0.14257,0.14257,8.5124,22,3,76
22714,25,25,25,25,25,25,41.943,7.5141,17.227,17.227,17.227,17.227,17.227,17.227,0.55566,0.64154,9.5059,22,4,76
22715,25,25,25,25,25,25,41.953,7.5081,17.23,17.23,17.23,17.23,17.23,17.23,0.37066,0.45394,9.6456,22,5,76
22716,25,25,25,25,25,25,41.99,7.5063,17.247,17.247,17.247,17.247,17.247,17.247,0.30364,0.38406,9.5726,22,6,76
22717,25,25,25,25,25,25,42.015,7.5054,17.259,17.259,17.259,17.259,17.259,17.259,0.26505,0.34216,9.339,22,7,76
22718,25,25,25,25,25,25,42.016,7.5047,17.26,17.26,17.26,17.26,17.26,17.26,0.23376,0.30605,8.8724,22,8,76
22719,25,25,25,25,25,25,42.093,7.5066,17.298,17.298,17.298,17.298,17.298,17.298,0.30209,0.3996,10.443,22,9,76
22720,25,25,25,25,25,25,42.134,7.5068,17.318,17.318,17.318,17.318,17.318,17.318,0.30351,0.40466,10.755,22,10,76
22721,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,23,1,76
22722,25,24.999,24.959,24.092,19.218,14.28,19.218,24.092,10.721,10.721,10.721,10.682,9.0276,0.14245,9.0276,10.682,3.7911,23,2,76
22723,25,25,25,25,24.992,14.28,25.006,43.583,15.171,15.171,15.171,15.171,15.171,0.14246,15.171,0.14246,8.2766,23,3,76
22724,25,25,25,25,24.992,14.282,25.006,43.754,15.277,15.277,15.277,15.277,15.277,0.3454,15.277,0.29913,8.6465,23,4,76
22725,25,25,25,25,24.992,14.284,25.006,43.911,15.375,15.375,15.375,15.375,15.375,0.45553,15.375,0.37197,9.4249,23,5,76
22726,25,25,25,25,24.992,14.283,25.006,43.885,15.358,15.358,15.358,15.358,15.358,0.37967,15.358,0.30018,9.3062,23,6,76
22727,25,25,25,25,24.992,14.285,25.006,43.999,15.43,15.43,15.43,15.43,15.43,0.489,15.43,0.37882,10.543,23,7,76
22728,25,25,25,25,24.992,14.284,25.006,44.017,15.44,15.44,15.44,15.44,15.44,0.44115,15.44,0.33697,10.478,23,8,76
22729,25,25,25,25,24.992,14.283,25.006,44.026,15.445,15.445,15.445,15.445,15.445,0.40417,15.445,0.30555,10.284,23,9,76
22730,25,25,25,25,24.992,14.283,25.006,44.04,15.453,15.453,15.453,15.453,15.453,0.37825,15.453,0.28371,10.055,23,10,76
22731,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,24,1,76
22732,25,25,25,25.001,25.072,26.584,35.093,43.712,18.712,18.712,18.712,18.712,18.712,18.645,15.757,0.14242,4.3481,24,2,76
22733,25,25,25,25.001,25.078,26.71,35.895,45.198,20.391,20.391,20.391,20.391,20.39,20.319,17.236,2.7927,7.0217,24,3,76
22734,25,25,25,25.001,25.081,26.768,36.264,45.883,21.002,21.002,21.002,21.002,21.002,20.927,17.725,2.2331,9.1677,24,4,76
22735,25,25,25,25.001,25.082,26.801,36.474,46.272,21.361,21.361,21.361,21.361,21.361,21.285,18.017,1.9453,11.09,24,5,76
22736,25,25,25,25.001,25.083,26.808,36.519,46.355,21.42,21.42,21.42,21.42,21.42,21.343,18.059,1.6596,12.624,24,6,76
22737,25,25,25,25.001,25.083,26.812,36.546,46.405,21.455,21.455,21.455,21.455,21.455,21.378,18.083,1.4679,14.008,24,7,76
22738,25,25,25,25.001,25.083,26.827,36.644,46.586,21.633,21.633,21.633,21.633,21.632,21.555,18.232,1.4193,15.679,24,8,76
22739,25,25,25,25.001,25.084,26.83,36.663,46.622,21.661,21.661,21.661,21.661,21.661,21.584,18.253,1.3074,16.93,24,9,76
22740,25,25,25,25.001,25.084,26.833,36.68,46.653,21.688,21.688,21.688,21.688,21.688,21.61,18.274,1.2191,18.108,24,10,76
22741,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,25,1,76
22742,25,25,25,25.001,25.085,26.858,36.838,46.946,21.946,21.946,21.946,21.946,21.946,21.867,18.48,0.12818,4.5075,25,2,76
22743,25,25,25,25,25,25,25,25,19.45,19.45,19.45,19.45,19.45,19.45,19.45,19.45,8.7736,25,3,76
22744,25,25,25,25,25,25,25,25,18.587,18.587,18.587,18.587,18.587,18.587,18.587,18.587,13.024,25,4,76
22745,25,25,25,25,25,25,25,25,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.147,25,5,76
22746,25,25,25,25,25,25,25,25,16.897,16.897,16.897,16.897,16.897,16.897,16.897,16.897,21.23,25,6,76
22747,25,25,25,25,25,25,25,25,16.483,16.483,16.483,16.483,16.483,16.483,16.483,16.483,25.328,25,7,76
22748,25,25,25,25,25,25,30.918,23.662,17.562,17.562,17.562,17.562,17.562,17.562,16.982,17.077,29.231,25,8,76
22749,25,25,25,25,25,25,35.125,22.718,15.604,15.604,15.604,15.604,15.604,15.604,13.6,13.938,32.788,25,9,76
22750,25,25,25,25,25,25,36.29,22.485,15.182,15.182,15.182,15.182,15.182,15.182,12.548,13.028,36.32,25,10,76
22751,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,26,1,76
22752,25,25,25.036,25.786,30.006,34.281,30.006,25.786,9.282,9.282,9.282,9.2487,7.8163,0.13924,7.8163,9.2487,3.647,26,2,76
22753,25,25,25,25,14.833,34.281,25,25,9.7352,9.7352,9.7352,9.7352,0.13926,0.13926,9.7352,9.7352,7.3894,26,3,76
22754,25,25,25,25,14.833,34.281,30.546,25,8.5697,8.5697,8.5697,8.5697,0.13926,0.13926,0.13926,8.5697,10.702,26,4,76
22755,25,25,25,25,14.833,34.281,30.547,41.31,11.027,11.027,11.027,11.027,0.13926,0.13926,0.13926,0.13926,15.277,26,5,76
22756,25,25,25,25,14.858,34.258,30.533,41.694,11.184,11.184,11.184,11.184,0.80646,0.80646,0.80646,0.69871,16.537,26,6,76
22757,25,25,25,25,14.846,34.269,30.54,41.758,11.2,11.2,11.2,11.2,0.58376,0.58376,0.58376,0.47677,16.957,26,7,76
22758,25,25,25,25,14.841,34.274,30.542,41.769,11.202,11.202,11.202,11.202,0.47725,0.47725,0.47725,0.37738,17.032,26,8,76
22759,25,25,25,25,14.84,34.275,30.543,41.822,11.221,11.221,11.221,11.221,0.44455,0.44455,0.44455,0.34441,17.199,26,9,76
22760,25,25,25,25,14.839,34.276,30.543,41.784,11.206,11.206,11.206,11.206,0.42013,0.42013,0.42013,0.32094,17.264,26,10,76
22761,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,27,1,76
22762,25,25,25,25.001,25.066,26.455,34.273,42.191,17.191,17.191,17.191,17.191,17.191,17.13,14.476,0.13917,4.2633,27,2,76
22763,25,25,25,25.001,25.067,26.461,34.312,42.263,17.263,17.263,17.263,17.263,17.263,17.201,14.537,0.12409,3.7436,27,3,76
22764,25,25,25,25.001,25.067,26.464,34.327,42.291,17.291,17.291,17.291,17.291,17.291,17.229,14.56,0.099683,2.7571,27,4,76
22765,25,25,25,25.001,25.067,26.466,34.338,42.312,17.312,17.312,17.312,17.312,17.312,17.25,14.578,0.092272,1.7366,27,5,76
22766,25,25,25,25.001,25.067,26.468,34.352,42.338,17.338,17.338,17.338,17.338,17.338,17.276,14.6,0.10077,1.2081,27,6,76
22767,25,25,25,25.001,25.067,26.466,34.344,42.322,17.323,17.323,17.323,17.323,17.323,17.261,14.587,0.098142,0.26943,27,7,76
22768,25,25,25,25.001,25.067,26.466,34.343,42.321,17.321,17.321,17.321,17.321,17.321,17.259,14.585,0.088826,-1.1696,27,8,76
22769,25,25,25,25.001,25.067,26.465,34.337,42.31,17.311,17.311,17.311,17.311,17.31,17.248,14.576,0.087253,-2.2423,27,9,76
22770,25,25,25,25.001,25.067,26.461,34.306,42.252,17.254,17.254,17.254,17.254,17.253,17.192,14.529,0.19989,3.4157,27,10,76
22771,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,28,1,76
22772,25,25,25,25.001,25.066,26.445,34.208,42.071,17.071,17.071,17.071,17.071,17.071,17.01,14.375,0.13923,4.2563,28,2,76
22773,25,25,25,25,25,25,25,25,12.731,12.731,12.731,12.731,12.731,12.731,12.731,12.731,7.9259,28,3,76
22774,25,25,25,25,25,25,25,25,10.398,10.398,10.398,10.398,10.398,10.398,10.398,10.398,11.282,28,4,76
22775,25,25,25,25,25,25,25,25,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,15.168,28,5,76
22776,25,25,25,25,25,25,25,25,12.065,12.065,12.065,12.065,12.065,12.065,12.065,12.065,19.545,28,6,76
22777,25,25,25,25,25,25,25,25,12.755,12.755,12.755,12.755,12.755,12.755,12.755,12.755,23.789,28,7,76
22778,25,25,25,25,25,25,25,25,13.368,13.368,13.368,13.368,13.368,13.368,13.368,13.368,28.083,28,8,76
22779,25,25,25,25,25,25,25,25,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,32.326,28,9,76
22780,25,25,25,25,25,25,25,25,14.035,14.035,14.035,14.035,14.035,14.035,14.035,14.035,36.544,28,10,76
22781,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,29,1,76
22782,24.959,24.103,19.282,14.4,19.282,24.103,24.959,24.999,10.601,10.563,8.927,0.14248,8.927,10.563,10.601,10.601,3.7799,29,2,76
22783,8.9256,6.0783,8.1445,14.398,21.373,25.872,27.224,26.744,8.2889,3.562,0.14245,0.14245,3.562,8.2889,11.801,13.465,7.291,29,3,76
22784,28.337,27.13,8.1427,14.399,23.277,24.921,24.999,25,10.26,0.049348,0.049348,0.049348,10.26,11.28,11.284,11.284,11.352,29,4,76
22785,44.977,27.13,8.1426,14.399,25.583,26.767,25.435,25.042,0.0082404,0.0082404,0.0082404,0.0082404,8.8034,14.621,15.507,15.537,15.298,29,5,76
22786,44.872,27.129,8.1463,14.398,25.558,26.733,25.423,25.04,0.18116,0.20916,0.20916,0.20918,8.8088,14.575,15.441,15.47,15.144,29,6,76
22787,44.898,27.129,8.1448,14.398,25.565,26.742,25.426,25.04,0.13137,0.16088,0.16088,0.16089,8.8066,14.586,15.457,15.487,14.332,29,7,76
22788,45.16,27.114,8.1918,14.382,25.543,26.786,25.451,25.045,0.6066,0.76576,0.76576,0.76668,8.8695,14.727,15.643,15.677,18.44,29,8,76
22789,45.287,27.114,8.1925,14.381,25.564,26.823,25.466,25.047,0.60002,0.77301,0.77301,0.77397,8.871,14.786,15.726,15.761,19.407,29,9,76
22790,45.348,27.116,8.186,14.384,25.585,26.846,25.474,25.048,0.55195,0.72135,0.72135,0.72213,8.8621,14.81,15.763,15.799,19.972,29,10,76
22791,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,30,1,76
22792,30.867,28.165,25.497,25.023,25,25,25,25,0.14182,4.9423,5.8476,5.8687,5.8687,5.8687,5.8687,5.8687,3.1886,30,2,76
22793,30.868,8.2501,25,25,25,25,25,25,0.14202,0.14202,12.551,12.551,12.551,12.551,12.551,12.551,7.8974,30,3,76
22794,30.868,8.2497,2.1198,25,25,25,25,25,0.14202,0.14202,0.14202,16.719,16.719,16.719,16.719,16.719,12.706,30,4,76
22795,30.868,8.2498,2.1199,35.472,25,25,25,25,0.14202,0.14202,0.14202,0.14202,15.397,15.397,15.397,15.397,16.612,30,5,76
22796,30.869,8.2491,2.119,35.461,25,25,25,25,0.022943,0.022943,0.022943,0.019869,15.395,15.395,15.395,15.395,14.256,30,6,76
22797,30.868,8.2508,2.1214,35.551,25,25,25,25,0.2234,0.2234,0.2234,0.18241,15.41,15.41,15.41,15.41,16.312,30,7,76
22798,30.868,8.2517,2.1225,35.48,25,25,25,25,0.27283,0.27283,0.27283,0.2157,15.398,15.398,15.398,15.398,16.626,30,8,76
22799,30.868,8.2525,2.1236,35.543,25,25,25,25,0.31015,0.31015,0.31015,0.24025,15.409,15.409,15.409,15.409,17.027,30,9,76
22800,30.868,8.2518,2.1227,35.537,25,25,25,25,0.27818,0.27818,0.27818,0.21247,15.408,15.408,15.408,15.408,16.476,30,10,76
22801,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,1,1,77
22802,25,25,25,24.999,24.925,23.36,14.55,5.6272,19.373,19.373,19.373,19.373,19.373,19.304,16.313,0.14235,4.3828,1,2,77
22803,25,25,25,25,25,25,28.797,5.6277,13.96,13.96,13.96,13.96,13.96,13.96,0.14236,0.14236,8.1102,1,3,77
22804,25,25,25,25,25,23.532,28.797,5.6282,11.429,11.429,11.429,11.429,11.429,0.14236,0.14236,0.14236,11.565,1,4,77
22805,25,25,25,25,11.434,23.532,28.797,5.628,12,12,12,12,0.14236,0.14236,0.14236,0.14236,15.615,1,5,77
22806,25,25,25,34.435,11.434,23.532,28.797,5.6282,11.533,11.533,11.533,0.14236,0.14236,0.14236,0.14236,0.14236,19.321,1,6,77
22807,25,25,17.095,34.435,11.434,23.532,28.797,5.6283,11.011,11.011,0.14236,0.14236,0.14236,0.14236,0.14236,0.14236,22.907,1,7,77
22808,25,40.194,17.095,34.435,11.434,23.532,28.797,5.6281,11.701,0.14236,0.14236,0.14236,0.14236,0.14236,0.14236,0.14236,27.15,1,8,77
22809,45.842,40.195,17.095,34.435,11.433,23.532,28.797,5.6278,0.14236,0.14236,0.14236,0.14236,0.14236,0.14236,0.14236,0.14236,31.99,1,9,77
22810,45.756,40.194,17.095,34.435,11.434,23.532,28.797,5.6283,0.14927,0.17236,0.17236,0.17236,0.17236,0.17236,0.17236,0.17236,31.641,1,10,77
22811,25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,2,1,77
22812,4.9493,14.185,23.303,24.922,24.999,25,25,25,0.14229,16.884,19.979,20.051,20.051,20.051,20.051,20.051,4.4172,2,2,77
22813,4.9494,14.185,23.303,24.923,25.069,26.532,34.76,43.094,0.14229,16.082,19.03,19.098,19.098,19.03,16.082,0.14229,8.7371,2,3,77
22814,4.9549,14.188,23.303,24.923,25.07,26.552,34.887,43.33,0.47486,16.179,19.143,19.211,19.211,19.143,16.179,0.41126,9.4231,2,4,77
22815,4.9572,14.189,23.303,24.923,25.071,26.567,34.985,43.512,0.55815,16.254,19.23,19.299,19.299,19.23,16.253,0.45577,10.286,2,5,77
22816,4.955,14.188,23.303,24.923,25.071,26.572,35.016,43.569,0.48238,16.275,19.257,19.326,19.326,19.257,16.275,0.38138,10.484,2,6,77
