mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
24.943,24.887,24.83,24.773,24.716,24.66,24.603,24.546,17.635,17.719,17.859,18.054,18.3,18.597,18.943,19.333,4.2888,32
25.332,25.664,25.996,26.328,26.659,26.991,27.323,27.655,17.043,17.114,17.233,17.398,17.608,17.862,18.156,18.491,8.5712,32
25.723,26.446,27.169,27.892,28.615,29.338,30.062,30.785,15.028,15.091,15.196,15.342,15.527,15.751,16.011,16.306,12.688,32
26.116,27.232,28.348,29.464,30.58,31.696,32.812,33.929,12.723,12.777,12.866,12.989,13.146,13.335,13.555,13.805,16.588,32
26.433,27.867,29.3,30.734,32.167,33.601,35.034,36.468,10.744,10.787,10.859,10.958,11.084,11.237,11.414,11.616,20.228,32
26.645,28.29,29.934,31.579,33.224,34.869,36.514,38.159,9.3488,9.383,9.4397,9.5186,9.6191,9.7404,9.8819,10.043,23.649,32
26.771,28.541,30.312,32.083,33.853,35.624,37.395,39.165,8.3714,8.3989,8.4445,8.508,8.5889,8.6868,8.801,8.9311,26.879,32
26.86,28.719,30.579,32.438,34.298,36.157,38.017,39.876,7.6651,7.6877,7.7252,7.7773,7.8439,7.9245,8.0187,8.126,30.003,32
26.915,28.831,30.746,32.661,34.577,36.492,38.407,40.323,7.1172,7.1361,7.1675,7.2112,7.2669,7.3345,7.4136,7.5038,33.01,32
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
24.643,24.287,23.93,23.573,23.217,22.86,22.503,22.147,20.976,21.038,21.141,21.285,21.469,21.692,21.952,22.248,4.5293,33
24.388,23.776,23.165,22.553,21.941,21.329,20.717,20.105,14.007,14.083,14.208,14.382,14.603,14.867,15.174,15.521,8.3269,33
24.324,23.647,22.971,22.295,21.618,20.942,20.265,19.589,11.677,11.752,11.876,12.048,12.264,12.524,12.825,13.163,11.912,33
24.352,23.703,23.055,22.407,21.758,21.11,20.462,19.813,10.558,10.628,10.745,10.906,11.109,11.353,11.634,11.951,15.402,33
24.404,23.809,23.213,22.618,22.022,21.427,20.831,20.236,9.8005,9.8657,9.9735,10.122,10.311,10.536,10.797,11.09,18.812,33
24.209,23.419,22.628,21.837,21.046,20.256,19.465,18.674,9.0564,9.1114,9.2021,9.3277,9.4868,9.6776,9.8984,10.147,22.252,33
24.459,23.918,23.376,22.835,22.294,21.753,21.211,20.67,12.391,12.449,12.545,12.679,12.848,13.053,13.29,13.559,27.793,33
24.591,24.182,23.773,23.364,22.955,22.546,22.137,21.728,14.203,14.261,14.356,14.489,14.658,14.863,15.1,15.37,32.727,33
24.681,24.362,24.044,23.725,23.406,23.087,22.768,22.45,15.37,15.427,15.521,15.653,15.82,16.022,16.258,16.526,37.462,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
24.849,24.698,24.547,24.397,24.246,24.095,23.944,23.793,13.145,13.256,13.439,13.691,14.009,14.387,14.822,15.309,4.0036,33
25.245,25.489,25.734,25.979,26.223,26.468,26.713,26.957,12.662,12.751,12.897,13.1,13.355,13.661,14.013,14.409,7.9591,33
25.218,25.436,25.654,25.872,26.091,26.309,26.527,26.745,10.673,10.76,10.903,11.101,11.35,11.647,11.989,12.372,11.424,33
25.07,25.14,25.209,25.279,25.349,25.419,25.489,25.558,10.449,10.532,10.67,10.859,11.098,11.382,11.71,12.077,15.115,33
24.997,24.995,24.992,24.99,24.987,24.985,24.982,24.98,9.4881,9.5649,9.6916,9.8662,10.086,10.349,10.651,10.989,18.434,33
25.352,25.705,26.057,26.409,26.762,27.114,27.466,27.819,9.6862,9.7472,9.848,9.9875,10.164,10.376,10.62,10.896,22.349,33
25.576,26.153,26.729,27.305,27.882,28.458,29.034,29.611,9.3129,9.3627,9.4453,9.5596,9.7046,9.8789,10.081,10.309,25.946,33
25.751,26.502,27.253,28.004,28.756,29.507,30.258,31.009,8.8945,8.936,9.0047,9.1,9.2212,9.3671,9.5366,9.7286,29.428,33
25.885,26.771,27.656,28.541,29.426,30.312,31.197,32.082,8.4745,8.5095,8.5675,8.648,8.7505,8.8741,9.018,9.1812,32.792,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.421,25.842,26.263,26.684,27.105,27.526,27.947,28.368,17.26,17.331,17.449,17.614,17.823,18.075,18.368,18.701,4.3635,33
27.362,29.723,32.085,34.446,36.808,39.169,41.531,43.892,0.15105,0.1528,0.15567,0.15959,0.1645,0.17031,0.17694,0.18428,5.6585,33
27.324,29.648,31.972,34.296,36.62,38.944,41.268,43.592,0.49821,0.50206,0.50842,0.51718,0.52824,0.54145,0.55665,0.5737,7.6887,33
27.323,29.646,31.969,34.292,36.615,38.937,41.26,43.583,0.40822,0.4106,0.41452,0.41996,0.42685,0.43512,0.44469,0.45549,7.9533,33
27.323,29.646,31.969,34.291,36.614,38.937,41.26,43.583,0.35351,0.35515,0.35788,0.36167,0.36648,0.37227,0.37901,0.38663,8.0114,33
27.324,29.647,31.971,34.295,36.619,38.942,41.266,43.59,0.31626,0.31749,0.31953,0.32236,0.32597,0.33032,0.33539,0.34115,7.9266,33
27.327,29.653,31.98,34.307,36.634,38.96,41.287,43.614,0.29489,0.29587,0.29751,0.29978,0.30267,0.30617,0.31025,0.3149,7.8584,33
27.331,29.661,31.992,34.323,36.653,38.984,41.315,43.645,0.28678,0.28762,0.28901,0.29095,0.29341,0.2964,0.2999,0.30388,7.9368,33
27.331,29.662,31.992,34.323,36.654,38.985,41.315,43.646,0.26823,0.26893,0.27008,0.27169,0.27375,0.27624,0.27916,0.28249,7.6307,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
24.91,24.819,24.729,24.639,24.548,24.458,24.367,24.277,0.00010164,0.00010735,0.00011623,0.00012764,0.00014095,0.00015569,0.00017148,0.00018806,2.5325,33
23.884,22.769,21.653,20.537,19.422,18.306,17.19,16.075,0.00010112,0.00010537,0.00011209,0.00012087,0.00013129,0.00014301,0.00015572,0.00016921,4997200000,33
23.09,21.18,19.27,17.36,15.45,13.54,11.63,9.7196,0.00010097,0.00010478,0.00011084,0.00011881,0.00012833,0.00013908,0.00015081,0.00016329,15257000000,33
24.353,23.707,23.06,22.414,21.767,21.121,20.474,19.827,0.00010034,0.00010233,0.00010555,0.00010992,0.00011528,0.00012152,0.0001285,0.00013611,21533000000,33
24.822,24.643,24.465,24.286,24.108,23.93,23.751,23.573,0.00010012,0.00010146,0.00010367,0.00010667,0.00011041,0.00011482,0.00011983,0.00012535,24028000000,33
25.046,25.092,25.138,25.184,25.23,25.276,25.322,25.369,0.00010001,0.00010102,0.00010269,0.00010499,0.00010786,0.00011128,0.00011519,0.00011953,25159000000,33
25.182,25.364,25.547,25.729,25.911,26.093,26.275,26.458,0.000099941,0.00010076,0.0001021,0.00010396,0.00010629,0.00010908,0.00011229,0.00011587,25848000000,33
25.263,25.526,25.789,26.052,26.315,26.578,26.841,27.105,0.000099896,0.00010058,0.0001017,0.00010326,0.00010523,0.00010758,0.0001103,0.00011336,26210000000,33
25.635,26.271,26.906,27.542,28.177,28.813,29.448,30.084,0.000099844,0.00010037,0.00010125,0.00010246,0.00010399,0.00010584,0.00010798,0.0001104,32915000000,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.761,26.523,27.284,28.045,28.806,29.568,30.329,31.09,0.00042361,0.00045947,0.00051371,0.00058119,0.00065787,0.00074088,0.00082833,0.00091895,2.595,33
27.195,29.39,31.586,33.781,35.976,38.171,40.366,42.561,0.00042111,0.00045019,0.00049487,0.00055137,0.00061645,0.00068768,0.00076333,0.00084223,486960000,33
28.124,31.248,34.372,37.495,40.619,43.743,46.867,49.991,0.00066389,0.00070259,0.00076275,0.00083976,0.00092944,0.0010285,0.0011345,0.0012456,316670000,33
25.552,26.104,26.657,27.209,27.761,28.313,28.865,29.417,12.815,12.914,13.079,13.305,13.591,13.932,14.325,14.765,16.026,33
25.691,26.382,27.073,27.765,28.456,29.147,29.838,30.529,12.886,12.983,13.143,13.365,13.644,13.977,14.362,14.793,20.109,33
25.835,26.67,27.504,28.339,29.174,30.009,30.844,31.679,12.844,12.939,13.097,13.314,13.588,13.916,14.294,14.718,24.173,33
25.982,26.964,27.946,28.928,29.91,30.892,31.874,32.856,12.754,12.848,13.003,13.217,13.488,13.811,14.183,14.601,28.23,33
26.071,27.143,28.214,29.286,30.357,31.429,32.5,33.572,11.837,11.927,12.075,12.28,12.539,12.848,13.204,13.603,31.7,33
26.001,27.002,28.004,29.005,30.006,31.007,32.008,33.01,13.206,13.292,13.432,13.627,13.874,14.169,14.51,14.894,36.497,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
24.543,24.087,23.63,23.173,22.717,22.26,21.804,21.347,15.612,15.688,15.813,15.987,16.209,16.475,16.784,17.134,4.2823,33
24.752,24.504,24.256,24.008,23.76,23.512,23.264,23.016,20.249,20.313,20.419,20.566,20.754,20.982,21.247,21.55,8.8879,33
24.816,24.631,24.447,24.262,24.078,23.894,23.709,23.525,21.221,21.283,21.385,21.527,21.709,21.929,22.186,22.478,13.44,33
24.864,24.728,24.591,24.455,24.319,24.183,24.046,23.91,21.616,21.677,21.777,21.917,22.096,22.313,22.566,22.855,17.979,33
24.909,24.817,24.726,24.635,24.543,24.452,24.361,24.269,21.897,21.957,22.056,22.195,22.372,22.586,22.837,23.122,22.53,33
24.951,24.903,24.854,24.806,24.757,24.709,24.66,24.612,22.101,22.161,22.259,22.397,22.572,22.784,23.033,23.316,27.087,33
24.992,24.985,24.977,24.969,24.962,24.954,24.946,24.938,22.199,22.258,22.357,22.493,22.668,22.879,23.126,23.409,31.631,33
25.034,25.067,25.101,25.135,25.168,25.202,25.235,25.269,22.369,22.427,22.525,22.66,22.833,23.043,23.289,23.569,36.211,33
25.073,25.147,25.22,25.293,25.366,25.44,25.513,25.586,22.413,22.471,22.568,22.703,22.876,23.085,23.33,23.61,40.756,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.277,25.555,25.832,26.109,26.387,26.664,26.942,27.219,0.000068777,0.000072637,0.00007865,0.000086368,0.000095378,0.00010535,0.00011603,0.00012725,2.5668,33
24.408,23.815,23.223,22.631,22.038,21.446,20.854,20.261,0.000068426,0.000071298,0.000075844,0.000081784,0.00008884,0.000096768,0.00010537,0.0001145,7853100000,33
24.268,23.536,22.804,22.073,21.341,20.609,19.877,19.145,0.000068112,0.000070087,0.00007326,0.000077484,0.000082598,0.000088448,0.000094898,0.00010183,8080500000,33
23.805,22.609,21.414,20.218,19.023,17.828,16.632,15.437,0.000068063,0.000069894,0.000072845,0.000076785,0.000081572,0.000087066,0.000093142,0.000099694,24025000000,33
25.585,26.17,26.754,27.339,27.924,28.509,29.094,29.678,0.000067726,0.000068575,0.000069966,0.000071868,0.000074242,0.000077045,0.000080231,0.000083757,58712000000,33
26.112,27.224,28.336,29.447,30.559,31.671,32.783,33.895,0.000067626,0.000068178,0.000069088,0.000070343,0.000071924,0.00007381,0.000075979,0.000078407,68959000000,33
26.383,27.767,29.15,30.533,31.917,33.3,34.684,36.067,0.000067578,0.000067987,0.000068664,0.0000696,0.000070785,0.000072207,0.000073853,0.000075707,74629000000,33
26.519,28.039,29.558,31.077,32.596,34.116,35.635,37.154,0.00006755,0.000067875,0.000068413,0.00006916,0.000070108,0.000071249,0.000072576,0.000074076,77048000000,33
26.61,28.221,29.831,31.442,33.052,34.663,36.273,37.884,0.000067531,0.000067801,0.000068248,0.000068869,0.000069659,0.000070612,0.000071723,0.000072984,78705000000,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.445,25.889,26.334,26.779,27.223,27.668,28.113,28.557,14.129,14.214,14.355,14.549,14.795,15.09,15.432,15.817,4.1753,33
27.171,29.341,31.512,33.683,35.853,38.024,40.195,42.366,0.6831,0.69333,0.71004,0.73281,0.76107,0.79425,0.83176,0.87304,6.6049,33
27.166,29.331,31.497,33.662,35.828,37.993,40.159,42.325,0.49951,0.50454,0.51281,0.52417,0.53843,0.55535,0.57471,0.59627,7.2035,33
27.173,29.345,31.518,33.691,35.864,38.036,40.209,42.382,0.41414,0.41728,0.42245,0.4296,0.43862,0.44939,0.4618,0.47572,7.5238,33
27.172,29.345,31.517,33.69,35.862,38.034,40.207,42.379,0.35878,0.36096,0.36456,0.36955,0.37587,0.38344,0.39221,0.40208,7.5972,33
27.166,29.331,31.497,33.662,35.828,37.994,40.159,42.325,0.34307,0.34481,0.34769,0.35168,0.35675,0.36284,0.36992,0.37792,7.8431,33
27.17,29.341,31.511,33.681,35.851,38.022,40.192,42.362,0.32388,0.32529,0.32763,0.33087,0.33499,0.33996,0.34574,0.35229,7.9338,33
27.17,29.34,31.51,33.68,35.85,38.02,40.19,42.36,0.2999,0.30104,0.30293,0.30556,0.30892,0.31296,0.31768,0.32304,7.7527,33
27.172,29.345,31.517,33.69,35.862,38.035,40.207,42.38,0.28479,0.28576,0.28736,0.28958,0.29242,0.29585,0.29985,0.30441,7.6179,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
24.072,23.143,22.215,21.286,20.358,19.429,18.501,17.572,2.0344,2.1337,2.2897,2.4916,2.7294,2.9946,3.2804,3.5819,3.1026,33
24.516,24.032,23.548,23.064,22.581,22.097,21.613,21.129,3.4341,3.5289,3.6815,3.8852,4.1323,4.4156,4.7285,5.0656,5.7704,33
24.881,24.763,24.644,24.525,24.407,24.288,24.169,24.051,5.0261,5.1244,5.2842,5.5002,5.7659,6.075,6.4211,6.7986,9.3045,33
25.129,25.258,25.387,25.516,25.645,25.774,25.902,26.031,7.3237,7.4246,7.5898,7.8152,8.0957,8.426,8.8003,9.2133,13.729,33
25.292,25.584,25.875,26.167,26.459,26.751,27.043,27.335,8.0945,8.1918,8.3515,8.5701,8.8433,9.166,9.5334,9.9404,17.656,33
25.437,25.873,26.31,26.746,27.183,27.619,28.056,28.492,8.5222,8.6164,8.771,8.9829,9.2483,9.5627,9.9214,10.32,21.522,33
25.572,26.143,26.715,27.287,27.858,28.43,29.002,29.574,8.6821,8.7734,8.9236,9.1296,9.3879,9.6942,10.044,10.433,25.282,33
25.703,26.405,27.108,27.81,28.513,29.216,29.918,30.621,8.7396,8.8284,8.9745,9.175,9.4267,9.7254,10.067,10.447,29.001,33
25.831,26.662,27.493,28.324,29.154,29.985,30.816,31.647,8.7489,8.8354,8.9776,9.1731,9.4184,9.7099,10.043,10.415,32.699,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.088,25.176,25.264,25.352,25.44,25.528,25.616,25.704,0.000096288,0.00010444,0.00011677,0.00013211,0.00014954,0.00016841,0.00018829,0.00020888,2.3091,33
25.723,26.446,27.169,27.892,28.616,29.339,30.062,30.785,0.000095263,0.00010061,0.00010894,0.00011963,0.00013211,0.00014592,0.00016071,0.00017625,1027300000,33
26.355,27.71,29.065,30.421,31.776,33.131,34.486,35.841,0.000095193,0.00010034,0.00010838,0.00011873,0.00013083,0.00014425,0.00015865,0.0001738,15905000000,33
26.918,28.836,30.754,32.672,34.59,36.509,38.427,40.345,0.000095127,0.00010009,0.00010786,0.00011789,0.00012964,0.00014269,0.00015672,0.00017149,28652000000,33
27.48,29.961,32.441,34.922,37.402,39.882,42.363,44.843,0.000095067,0.000099863,0.00010738,0.0001171,0.00012852,0.00014123,0.00015491,0.00016933,42349000000,33
27.991,30.983,33.974,36.966,39.957,42.949,45.94,48.932,0.00009501,0.000099647,0.00010693,0.00011636,0.00012747,0.00013985,0.0001532,0.00016728,54501000000,33
28.477,31.954,35.431,38.907,42.384,45.861,49.338,52.815,0.000094957,0.000099446,0.00010651,0.00011567,0.00012648,0.00013855,0.00015159,0.00016535,66247000000,33
28.909,32.819,36.728,40.637,44.547,48.456,52.366,56.275,0.000094908,0.000099257,0.00010611,0.00011502,0.00012555,0.00013733,0.00015006,0.00016353,76215000000,33
29.313,33.625,37.938,42.251,46.563,50.876,55.189,59.502,0.000094862,0.00009908,0.00010574,0.00011441,0.00012467,0.00013617,0.00014862,0.0001618,85462000000,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.087,25.173,25.26,25.346,25.433,25.52,25.606,25.693,0.000093434,0.00010653,0.00012536,0.00014773,0.00017229,0.00019821,0.00022502,0.00025245,2.0213,33
22.741,20.482,18.223,15.964,13.704,11.445,9.1861,6.927,0.000091984,0.00010136,0.00011531,0.00013239,0.00015155,0.00017209,0.00019357,0.00021572,10242000000,33
23.581,22.161,20.742,19.323,17.903,16.484,15.065,13.645,0.000089212,0.000090912,0.000093676,0.000097413,0.00010202,0.00010738,0.00011339,0.00011995,10944000000,33
24.418,23.835,23.253,22.671,22.088,21.506,20.924,20.341,0.00008899,0.000090034,0.00009175,0.000094098,0.000097034,0.00010051,0.00010446,0.00010885,19772000000,33
24.349,23.697,23.046,22.395,21.743,21.092,20.441,19.789,0.000088931,0.000089805,0.000091242,0.000093216,0.000095695,0.00009864,0.00010201,0.00010577,20003000000,33
24.785,24.57,24.355,24.14,23.925,23.711,23.496,23.281,0.000088903,0.000089694,0.000090996,0.000092788,0.000095042,0.000097726,0.00010081,0.00010425,39109000000,33
25.146,25.293,25.439,25.586,25.732,25.879,26.025,26.171,0.00008888,0.000089602,0.000090792,0.000092432,0.000094499,0.000096966,0.000099802,0.00010298,54979000000,33
25.442,25.883,26.325,26.767,27.209,27.65,28.092,28.534,0.000088861,0.000089525,0.000090621,0.000092133,0.000094042,0.000096323,0.000098951,0.0001019,67609000000,33
25.694,26.388,27.083,27.777,28.471,29.165,29.86,30.554,0.000088844,0.000089459,0.000090475,0.000091877,0.00009365,0.000095772,0.000098221,0.00010097,78458000000,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.26,25.52,25.78,26.039,26.299,26.559,26.819,27.079,18.605,18.68,18.804,18.977,19.197,19.462,19.771,20.122,4.376,33
25.56,26.121,26.681,27.242,27.802,28.363,28.923,29.483,17.21,17.284,17.408,17.579,17.796,18.059,18.364,18.71,8.6888,33
25.951,26.902,27.853,28.804,29.755,30.706,31.658,32.609,15.131,15.205,15.328,15.499,15.716,15.978,16.281,16.624,12.873,33
26.552,28.104,29.657,31.209,32.761,34.313,35.866,37.418,12.242,12.316,12.437,12.604,12.816,13.07,13.365,13.697,16.948,33
28.874,32.748,36.623,40.497,44.371,48.245,52.119,55.994,0.29135,0.29479,0.30045,0.30819,0.31787,0.32931,0.34234,0.35679,11.565,33
28.868,32.737,36.605,40.474,44.342,48.211,52.079,55.948,0.27207,0.27476,0.27918,0.28526,0.29289,0.30195,0.31232,0.32387,11.477,33
28.857,32.715,36.572,40.43,44.287,48.144,52.002,55.859,0.289,0.29145,0.29549,0.30106,0.30807,0.31642,0.32602,0.33676,11.99,33
28.86,32.721,36.581,40.441,44.301,48.162,52.022,55.882,0.26966,0.27166,0.27497,0.27953,0.2853,0.29218,0.30012,0.30903,11.76,33
28.863,32.726,36.589,40.452,44.316,48.179,52.042,55.905,0.25508,0.25677,0.25956,0.26341,0.26828,0.27412,0.28086,0.28845,11.494,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.551,26.101,26.652,27.203,27.753,28.304,28.855,29.405,6.1203,6.2887,6.5599,6.9216,7.3607,7.8641,8.4203,9.0196,3.4018,33
25.068,25.136,25.203,25.271,25.339,25.407,25.475,25.542,9.6225,9.7497,9.958,10.243,10.597,11.015,11.489,12.013,7.3686,33
24.954,24.908,24.862,24.816,24.77,24.724,24.678,24.632,8.3743,8.4551,8.5881,8.771,9.0006,9.2735,9.586,9.9344,10.746,33
24.5,24,23.5,23,22.5,22,21.5,21,9.752,9.8158,9.9211,10.067,10.251,10.472,10.727,11.014,15.049,33
24.647,24.294,23.94,23.587,23.234,22.881,22.527,22.174,9.7034,9.763,9.8614,9.9975,10.17,10.377,10.616,10.885,18.678,33
24.789,24.578,24.367,24.156,23.945,23.735,23.524,23.313,9.6668,9.7226,9.8149,9.9427,10.105,10.299,10.524,10.778,22.327,33
24.842,24.685,24.527,24.369,24.212,24.054,23.896,23.739,10.132,10.189,10.282,10.411,10.574,10.771,10.999,11.256,26.315,33
24.889,24.777,24.666,24.554,24.443,24.332,24.22,24.109,10.387,10.443,10.537,10.666,10.83,11.027,11.255,11.513,30.232,33
24.932,24.864,24.797,24.729,24.661,24.593,24.526,24.458,10.561,10.617,10.711,10.84,11.004,11.201,11.43,11.688,34.131,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.259,25.518,25.776,26.035,26.294,26.553,26.811,27.07,7.5275,7.7112,8.008,8.4059,8.8914,9.4509,10.072,10.745,3.4639,33
25.368,25.736,26.104,26.471,26.839,27.207,27.575,27.943,13.383,13.487,13.659,13.896,14.194,14.551,14.961,15.422,8.0895,33
25.548,26.096,26.644,27.192,27.739,28.287,28.835,29.383,14.418,14.512,14.667,14.881,15.152,15.476,15.851,16.273,12.408,33
25.75,26.501,27.251,28.002,28.752,29.502,30.253,31.003,14.471,14.561,14.709,14.915,15.175,15.488,15.849,16.256,16.642,33
25.971,26.942,27.913,28.884,29.854,30.825,31.796,32.767,14.221,14.309,14.454,14.654,14.908,15.213,15.565,15.962,20.837,33
26.219,27.438,28.656,29.875,31.094,32.313,33.532,34.751,13.738,13.824,13.967,14.164,14.414,14.713,15.06,15.45,24.977,33
26.509,28.017,29.526,31.035,32.544,34.052,35.561,37.07,13.034,13.119,13.26,13.455,13.702,13.998,14.339,14.724,29.048,33
26.866,28.733,30.599,32.465,34.332,36.198,38.065,39.931,12.087,12.172,12.312,12.505,12.749,13.041,13.378,13.756,33.043,33
27.38,29.76,32.14,34.52,36.901,39.281,41.661,44.041,10.668,10.752,10.89,11.081,11.321,11.608,11.938,12.308,36.94,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
24.957,24.913,24.87,24.827,24.784,24.74,24.697,24.654,0.000054902,0.000056525,0.000059131,0.000062598,0.000066792,0.000071585,0.000076864,0.000082538,2.8658,33
24.927,24.854,24.781,24.709,24.636,24.563,24.49,24.417,0.000054626,0.000055448,0.00005679,0.000058619,0.000060889,0.000063553,0.000066564,0.000069878,14510000,33
24.029,23.057,22.086,21.115,20.143,19.172,18.2,17.229,0.00005457,0.000055226,0.000056303,0.000057777,0.000059618,0.000061793,0.00006427,0.000067014,65907000000,33
24.638,24.275,23.913,23.551,23.189,22.826,22.464,22.102,0.00005452,0.000055029,0.000055867,0.000057019,0.000058467,0.000060189,0.000062163,0.000064365,1.0002E+11,33
24.403,23.805,23.208,22.611,22.013,21.416,20.818,20.221,0.000054505,0.000054967,0.00005573,0.00005678,0.000058102,0.000059679,0.00006149,0.000063515,1.1629E+11,33
24.434,23.867,23.301,22.734,22.168,21.602,21.035,20.469,0.000054504,0.000054964,0.000055722,0.000056766,0.000058082,0.00005965,0.000061451,0.000063467,1.2129E+11,33
24.261,23.523,22.784,22.045,21.306,20.568,19.829,19.09,0.0000545,0.00005495,0.000055692,0.000056714,0.000058001,0.000059537,0.000061303,0.000063278,1.6111E+11,33
24.245,23.49,22.736,21.981,21.226,20.471,19.717,18.962,0.000054461,0.000054793,0.000055343,0.000056103,0.000057066,0.000058221,0.000059557,0.000061063,1.6114E+11,33
24.455,23.911,23.366,22.821,22.277,21.732,21.187,20.643,0.000054457,0.000054778,0.000055308,0.000056042,0.000056972,0.000058088,0.00005938,0.000060837,2.1238E+11,33
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,33
25.93,26.859,27.789,28.718,29.648,30.578,31.507,32.437,0.00067906,0.00073655,0.00082348,0.00093167,0.0010546,0.0011876,0.0013278,0.0014731,2.7373,33
26.202,27.404,28.606,29.807,31.009,32.211,33.413,34.615,3.2274,3.3188,3.4659,3.6618,3.8992,4.1711,4.4712,4.7941,6.2899,33
26.506,28.013,29.519,31.026,32.532,34.038,35.545,37.051,2.3693,2.4178,2.4966,2.6028,2.7333,2.8849,3.0543,3.2387,8.7766,33
26.62,28.239,29.859,31.478,33.098,34.717,36.337,37.956,1.962,1.9925,2.0422,2.11,2.194,2.2925,2.4037,2.526,10.789,33
26.685,28.369,30.054,31.738,33.423,35.108,36.792,38.477,1.7403,1.7619,1.7974,1.8458,1.9064,1.9779,2.0591,2.1491,12.615,33
26.701,28.402,30.103,31.804,33.506,35.207,36.908,38.609,1.5512,1.5672,1.5936,1.6298,1.6752,1.729,1.7906,1.8591,14.129,33
26.72,28.44,30.16,31.879,33.599,35.319,37.039,38.759,1.4199,1.4324,1.4531,1.4816,1.5174,1.56,1.6089,1.6636,15.565,33
26.731,28.462,30.193,31.924,33.655,35.386,37.117,38.848,1.3156,1.3258,1.3425,1.3656,1.3948,1.4296,1.4696,1.5145,16.887,33
